Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心被节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 COIS 点 com 我们不见不散耶。, Start Time: 27700
Text: 嗯，然括细节也都有。对，一看就是长时间打磨过去，对，长时间打磨过去，所以这个游戏肯定是完成的。嗯，东西有砍掉，应该是有的，嗯，但是完成是肯定是完成的这是第一个。所以说他作为一个完成品，不能说他未完作为完成品来说，它的叙事，包括它里面故意的留白其实是经过思考的，, Start Time: 3701610
Text: 有些可能是没有办法。比如说他预算不够，可能把任务重新来，但他其他有很多地方是故意的，就包括他呃，包括他说那个说呃呃我的那个几个后面几个任务是一个减的任务。刚才说的这个是明显是让玩家会觉得不舒服的，会觉得很很疼痛的东西。对，这个就是很明显是设计上的一个结果，, Start Time: 3722620
Text: 包括你嗯大家说那个静技能不能回来啊，对我哦，对不起，我跟洪洪老师说，我说还是别回来，我觉得我虽然很心疼啊，虽然不回来我很难受。嗯，但是玩整游戏体验，但是这个体验嗯因为他不回来，嗯，所以他玩家才会就是哎呀能不能回来那么出个地，要是把把人弄回来，就改个帽子吧，, Start Time: 3742960
Text: 改回来啊。这样所我对我的这种玩法来说比较伤害比较大。嗯，是的，大家大家都很都都很难受。嗯，但是但是这个设计反正我从现在看来，没有办法，官方没办办法再回来，反而回来了之后可能反而就没有那么对是没有那么痛，其实是定要离开。首先让毒蛇成为了毒蛇，也让玩家给这个留下了独特的印象，, Start Time: 3762120
Text: 也让 MGSV 成为了 MGSV。我觉得你这个说的很好的一点，就是刚刚在做那个节目时候，就说其实 windows 那个不毒毒蛇，但是有那个配色。大家说看那个节目就知道对它那个配色，其实它是模仿毒蛇，它是一个牛奶蛇，牛奶蛇，它是它是什么呢？是模仿一个叫珊瑚蛇的蛇，, Start Time: 3786590
Text: 它配色很像哦，但是有微妙区别。你看那红红黑黄，看它那个黄和黄和红接不接的起来，接起来就是牛奶蛇，它就是是毒毒的那你看它手臂的配色，它到处在宣传，那手臂配色就是红和黄是接在一起哦。所以可以暗示说就是它是牛奶蛇，它还是个 phantom，它是巫毒蛇。那你刚才说那句话，, Start Time: 3804390
Text: 我觉得很有意思，就是说被蛇咬了一口次数话，就真的是被蛇咬了一口。对，是的，真的变成了毒蛇。对，就这感觉。是的，那还真是四十五被蛇咬了一口。对，嗯，木头所以并不是一个单纯的对我操，而且四十五它还经营说我是语言的缺席，它说是缺席，嗯，不是 absence，对，, Start Time: 3822450
Text: 它不是被消灭了。 acof language 对它又是一只一个非常独特的语言。对我看，所以慢慢品去吧，我只能慢慢品这游戏能品的太多了。是的，对我说院长说那个蛇那个之前真没有从任何地方了解到，这个蛇都有这么深刻的设计在里面。这牛奶蛇其实是在山里，就山里的时候提到过，, Start Time: 3843670
Text: 那提到过提提到过，但是好好像是那个扩的时候，他会说到说啊有个牛奶蛇 seconparamedic 说的吧 parraedic parraedic。嗯，就是其实我小老候知道这蛇在这里用上很暗很暗线的用上的。对对对对对，就刚才说我们说去世嘛，我觉得这次有个去事做的特别好的，, Start Time: 3866090
Text: 就是他非常内敛，就是包括很严肃，对，非常非常严肃。所以他整个基调很些严肃，然后他的描述非常内敛，给就大量留白，让玩家去想。对，然后他之前可一点留白都没给，之前他感觉说说满满满。对对对，本的一个特别好的语文老师，再给你狂讲各种故事，对这种故事有的没的有关系的。, Start Time: 3882930
Text: 没关系，切格瓦拉叭好几个词带给你讲半天。是的，跟你讲切割割格干了干了。对对，讲讲是中中美洲的那些生态，对各种式的蝴蝶是什么样的生态？这这次也不是没有，只不过算是很内敛很少了。我们觉得用这词我觉得很好，就是内敛就是他他是克制制种种很，但但说说点说说一说说就是多的稍微多一点，, Start Time: 3904630
Text: 跟开玩笑就开就拍四四拍时代。对，就是看 hamburger hamburger 开四个时代对吧？但以前开玩笑的词态太多了，就整整断的就在那说电影是吧？对对对对，那这就是败，但是很在那个他包括什么呢？包括我们刚才也说过那个 string love，然他他他个 meichale 里面留下了一个，, Start Time: 3925570
Text: 但比说他他说他是 egg 英语是对个，然后这段不知道是不是，但是可以这样理解，我觉得很很像就是在 m 加 s 里边三里，他的最后的拯救所有人类的那个代码是他自己加上在呃那个 neomi 写的一部分，然后他自己找出来数据会找出来一部分，这块怎么来的，没说，但在这里你可以把它接上，, Start Time: 3942550
Text: 然后是你，但对是在他自己在那里敲蛋的。为什么敲蛋呢？你你可能是就是他故意连，但他他淡淡连了一下下，就让让自己可以去想象去补充这个知识。就是说啊这个代码可能他自己不说明，可能就是 string ge w 下的对吧？对，然后包括那个是他也说了， string w 说我自己去。, Start Time: 3961660
Text: 对，然后我帮 zero 就我帮他创造的是他。嗯，那所以说他可能我还是以想哦，原来是他开始创建了 patrres AI。对，然后后来发展成那个样子，嗯，就是他其实可能是可以理理解补补完了，但补补完了就一句话两句话，结果刚才说几秒钟的事情，然后你就补完。你可以想象一大堆的东西在里边，, Start Time: 3979420
Text: 甚至每个人补完的理论也不一样。可能那边因为他没有说的很明白，你说也有人说呃，我可以说这里不是的事，是说别的东西，对吧？对你可以这样理解。所以我觉得这次刘白的给的这想象力特别完美，是而且特别适合于做最后一次结尾的作品。嗯，对你比如说呃 hue hue 最后的结尾，, Start Time: 3998000
Text: 嗯，最后放逐了最后的那个，他就是他一辈子都想站起来。但是最后当他放逐的时候，把那己腿扔掉，腿放到放到他一双腿放到那个船那个小奖上，嗯，就是救生艇上，他直接把扔掉，因为那个太沉了，会导致它的救生艇。对，是它一个累赘沉下去。对对，包括他最后这个离去的方式跟二里面的结尾二里面的描述是有对应的。, Start Time: 4017530
Text: 嗯嗯，就是这种对应其实特别多，嗯，你可以看 hue 是有，然后刚才说的 streing up 这个点嗯，也也有。嗯，我想想啊，还有还有一些比较小的点，比如说当 sniber walk 的血条，然后这个就是出在二筷子的时候，然后这个也有不是这筷子旧筷的那个旧筷子那一关，, Start Time: 4042570
Text: 嗯，也是打无数那个装甲车坦克了。嗯，那时候那快的有条血条嘛，但是那个血条跟就是你在这个游戏里面看没有看到过的血条，是一代里面的是一代里面是 never work 的血条。但是一代里面你的任务是要把它把这条血条打光。嗯，但是这这一关里的保护任务是要保护它，嗯，, Start Time: 4062830
Text: 就是你终究能够实现出在里面，你做不到的一个事情。嗯，但是你最后发现你还是做不到嗯，还是做不到伤害还是做不到，伤害太深了。对，小岛。所以就是这个题目啊，不论是游戏里还是游戏外，就是游戏里面可能表述的是一些翻成 pain 的一些概念。但游戏外给就是玩家们带来的其实也是这个感觉没嗯这个就是太神奇了。, Start Time: 4081735
Text: 是的，可能也有些巧合在里边，科大比克小打的事件。可能是的确让这个游戏受到一些损害。嗯，但是这些这些给玩家更多的一些方法去就阐述这些配。但是我们要我们要谈一个，就是肯定必须要不得不说的就是他章节的这种奇怪的构建方式。嗯，如果他知道他的游戏一共就只有五十关的话，, Start Time: 4106620
Text: 他其实完全可以不必把它拆成这样的关。不用叫拆拆，不用不要不用让这么这么拆，就是第一第一个 chaper 最长三十个关，三十二三十三三三三十三三十一关，后面是故了。对，还有很多重复的那这样会这个比较直接带给你未完成感。就是很多玩家说他一百万人品是有，是因为你感觉如果有 chaper 的话，, Start Time: 4125760
Text: 起码有三个 chaper er，但为什么只有两个？而且第二我觉得这是故意的吗？显然是故意的这也是故意的吗？他要改很很方便，要改很容易吗？你可以叫 acto one act to 就很多人就舒服多了，但是他是故意的。第二张放入了很多重复关卡吗？呃，这个不好说，, Start Time: 4147380
Text: 这这不不好说，这个很确确实有可能会有割割痕痕迹，是也有可能有有一些切割。如果是有切割的，就是说他要把这些切割痕迹去抹掉，抹掉很容易。他们为什么没有这么做？对，为什么呢？就是可能就是给大家去想一想，就给这个感觉。因为那个其实可以说一些那个稍微题外就是和游戏外的话，, Start Time: 4164710
Text: 对他们去找那个数数据之后发现了说那个砍掉的关卡和原先已有的没可以，就是没有用到的关卡。那些数量级基本上差不多是二十三个，差不多这些数量就是你可以很容易的想象说啊，我把这个游戏这些这些任务没了，那我放些那个他们叫 cycle 的，就是重新重新重新利用的关卡进去，, Start Time: 4184970
Text: 这是这是解释的通的。但是没有官方说我们的是看看是不是解释的通的这样。而且还有一点就是这个五十一任务。嗯，其实五十确实如果没有五十一任务，呃，幻痛的内容确实缺真，缺了一块。对，就是明线没有收住。对，真没收住。但是这个对于小老修复来说，这是一个不可能在他身上发发生了错误。, Start Time: 4203850
Text: 嗯，只能可以说解释为他有意要这样说，要把要留出这样一个五十一张任务，然后完全是概念和原话。但是把故事却收住了，依然留下了很多的空白。其实还有还是有很多线没收住的，包括那个卡子的眼睛啊。对，那没没时候没解释没解释，但是你真的可以去解读。对对他他给你足够的一点点的信息，, Start Time: 4225940
Text: 对细节去解读。因为这个依赖的流向是最不容易解读的。但是他在五十一跟你给你说明白，真的在逻辑上他就合上了。嗯，有五十一任务之后，很多留白就真的能被称之为留白。嗯，没有缺陷。嗯，所以很神奇，我觉得一个好的艺术作品，小岛肯定也是喜欢那样东西的人。我觉得他最后一定要给自己一部作品，, Start Time: 4248780
Text: 是有特别有方法的，留白对留的，让大家觉得回味无穷。是的，随时换通。对，没错对吧吧？缺留留有留白才有幻通，对吧？因为往前想一想，像这个长久的系列的结束，像这个质量效应，其实质量效应也是个开半开放式结尾。对，但完全就是就是有点接受不了，嗯，很难接受，然后有共鸣，, Start Time: 4271180
Text: 但是却不满意。但现在我们这个想用电影的结尾是既有留白有共鸣，然后还回味无穷。可以，我们可以一直品下去品很多很多年，然后还有各式各样的这个无法确定的野史。反正这个肯定能让玩家记得住了，这个结尾肯定能记着，没印象极其深刻，就就心中念想好几年是吗？对对对对对对，, Start Time: 4294560
Text: 幻结节可能很多玩家的看法并不是那么乐观。嗯，就是大家觉得确实它还是很有缺憾的。但我觉得呃如果你能够跳出来这一点，就是你你觉得它是未完成啊，你就把它当成一个未完成的作品。嗯，那你关键问的关键并不是东东西，就是他做没没做完，他已经做完的东西，你有没有用心心体会里面的东东西，, Start Time: 4317890
Text: 就是其实为在里面有很多很很多值得你去咀嚼的东西。那那如果你能够用用心去理解他，或者说你真的能够去咀嚼出其中的味道。我觉得这个游戏对你来说价值就已经实现了。对嗯怎么评价这款游戏呢？真正意义上艺术是吗？我觉得我觉得说我要我说的话就是游戏性绝对是目前为止最好的，, Start Time: 4338330
Text: 没见过对更好的嗯满分艺术性超满分。嗯，做完没做完，我说做完了，但是可能是山东西有遗憾。嗯，但是这这这个我觉得是天可能天时地利人和都在里边。对，让他这个有缺憾的作品，缺憾美特别的美。嗯，然后就是像那个就是看到过的那个理论说的一样，就是说最好的艺术品嗯，就是最容易被人记住，, Start Time: 4361410
Text: 艺术品是有遗憾的，会完成。嗯嗯，所以才让人记得就是那个断臂的维纳斯，对吧？就是那那种就那种就那种呗。嗯，对，所以我总觉得小岛这个挺坏的，可能是真的故意在塑造一些东西。对，嗯嗯，可可不不知道，可能因为太佩服这个人了。对，这传奇人物真是太牛逼了。嗯，就是游戏是第九艺术的文化界的大哥，, Start Time: 4386940
Text: 嗯，只能这么说，这一次捧了，太捧了。但是但是确实但是确实想捧，嗯，我觉得这个呃这个游戏给我最大的就是我我最想表达的就是说他可能在很多方面都超出了现有游戏的一些规制。嗯嗯，比如说呃嘴插盒到底要怎么着来用沙盒，他做出了很多探索，是我们都没有见过的。比如说 boss 可以不打，, Start Time: 4412320
Text: 嗯，这种直接走很多设定。对，嗯，包括依赖。你其实第跟他第一次对你，你也可以不用打的，嗯，就是依赖到根本就不遇到他，就是不触发，就那个故障就行。就是他的本身就是完完全触发发，没触发怎么下，他在很多地方都都有这种尝试。他并不是说我我有 MGS 这么一个名头，在我就在重复自己做的事情。, Start Time: 4435800
Text: 是的，包括在叙事上，也是他首先叙事事的深。我我们刚才已经谈了很多，他在尝试各种方式再去重构一些人类的历史。就是我们怎么来看我们的一些行为。嗯，这些这些思维的就是广度，或者说它的高度，可能是其他作品里面我们都看不到的这也是 MGS 特别吸引我的地方，就是你在其中肯定能够获得很多你平时有接触触到的东西。, Start Time: 4456970
Text: 比如说四之前你谁知道我 economy 是什么东西？嗯嗯，对， PMC 是什么东西，你你接触不到。嗯，对，包括他寄生虫这种深入的讲解。那可能只有在这种作品中你才能够看到，就是嗯就是他他是在在游戏 game play 上，它是有很多很泛很有意思的东西。但是它能够把这些严肃的东西和这些有趣的东西搭起来，, Start Time: 4483870
Text: 嗯，构建一个平衡，让你觉得你玩游戏很好。但是我才在其中获得的，我们说知识也好也好，感受也好，更重要的是对我们所处的这个世界和我们自己自己的这种理解，嗯，是其他的游戏很难做到的对嗯，所以我觉得这是它最重要的部分。是的，就是其实嗯现在这个状态很多游戏是非常富有艺术性的，, Start Time: 4505230
Text: 但很多的有艺术性的游戏，嗯，乐趣可能不足。而很多让我们觉得非常有趣的游戏，可能其艺术上文化上的这个底蕴又不足。嗯，其实很少很少，我们能两拳遇到一个两拳的作品。但是就在今年我们确实有这么一款作品，非常的不可思议。对，还真是啊，你像斯坦利园，咱们之前说的，你说好玩吗？, Start Time: 4529080
Text: 游戏性其实也没啥，对吧？玩起来来是感觉，但是他是艺术品。嗯，对，但是这个确实他同时达到了这个商业品的这个价值，而且居然是商业公司出来的这么一个作品，很不容易。所以怎么评价 MGS 呢？就是游游戏大家别错过好吧。对，不是说完美，可能还肯定还有缺憾。但是但是这个高度在那里，, Start Time: 4555200
Text: 就可能现在是没有达到过的高度在这里。对完了。另外除了这期节目之外，我们还有院长专门为我们总结的这个各种阴谋论靠谱不靠谱不知道。对，嗯，应该是很靠谱，我已经看过了，非常棒的。大家没准现在听这节目的时候候已经看了，对他这些还有结果。对对对，是后后四十二也会有一期都会聊聊书聊聊书。, Start Time: 4576820
Text: 对，有点说不明白。嗯，白金跟一九八四都没咋提。对，没，我们到那个视频节目里再准备，到时候我们再聊。对对对，反正 MGS 是一个希望不要完结的一个话题，包括未来也是。嗯，对，那咱们这期就先这样，感谢几位。好，谢谢谢谢大家，下次再见，拜拜。 hello，不是我知道如心的界吃。, Start Time: 4596610
