Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心，本节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 COIS 点 com 我们不见不散。, Start Time: 27700
Text: 这一个人扛起这个大旗开始做。但是在十一月底之后呢， g 忆也做不下去了。嗯，他在完成了自己的工作之后，也离开了黑岛。嗯，我记得当时他说他那个离开文本还是就是非非常心酸的对，他在那个黑岛黑岛的那个布告版上写的。对对对对，最后这个达边呃，弗里托就告诉在后来的采访里面 WW 另一个制作的时候，, Start Time: 3648990
Text: 到最后啊，他告诉上文说，我们需要至少再需要一个动画师和一个再来一个设计师，就只需要两个人，我们还能继续做下去。嗯，但是 inter play 高层给予回复是拿不出这笔钱，就是已经拮据到这个程度了。之前这次拿不出这笔钱，已经不想再做这个计划了。我觉得其实从那个就是我个人的角度来讲哈，, Start Time: 3671870
Text: 就是从公司运营的角度上来讲，我认为就是此时的 interplplay 层层认为把这就是这个品牌的价值已经透支差不多了，没有价值类继续做下去，价值就透支他了。对，然后很快取消消这个项目需要了。但是我们可以看到网上其实有范布伦的 demo，其实是是已经他完成，, Start Time: 3691760
Text: 非常常高完成。对对对，嗯，然后你看到范布伦 demo，就是现现在玩玩可可能觉画面很差。但是是你想象一当年的玩家一点点不差。看这个画面，其实反正我觉得现在作为现在来讲，范布伦那个那个感觉觉玩玩法，我还觉得如果做成一个游戏的话会非常不错。对对对对，然后很快在范布伦计划取消黑岛解散之后的不久，, Start Time: 3709600
Text: 范布伦的大量的设计文本和 demo，就让大家看全都被公布到网上。对对对对，全开了。很多人就了解到了有关范布伦的一些剧情故事啊，都是如果有兴趣的人可以去辐射维 KR 去查。因为呃这个他你不去辐射维 k 尔查，也可以在网上都可以下载到。如果你英语相对要好一点，, Start Time: 3730920
Text: 都可以去查去看一看。对，而且就是范布伦里面的一些，虽然这个游戏没有发售啊，但是范布伦那里的基础设定是很多已经被纳入辐射正史了。嗯，对，最后呢呃黑岛最后就在这个事情啊慢慢慢慢衰退，到最后就做了最后一款游戏，叫做失心王。对对对，成吨是这个。对呀，这个失心王，我给你讲失心王。, Start Time: 3747650
Text: 这个游戏呢很多多人不知道玩过没，如果过过话，人就知道，我当然就购买了正版呃，成吨的 bug，成吨的 bug 基本都没法通关。当然我是少数通关的人之一啊，对你的毅力真是很强大啊。我是少数通关的人之一，这个游戏到最后就是属于那种咬着牙好锥刺骨才能玩下去，就是死磕死磕。, Start Time: 3768130
Text: 对对，黑岛证明那个时候黑岛已经彻底不行了，那真的彻底就行了。是的，那最后黑岛解散了。解散之后，当时呃对于广大玩家来说，竟然就是呃叫做有个词叫丧烤逼，如丧算烤，如如丧烤鱼。对，也就是算烤鱼，天崩地裂，感觉就是天塌了。对对嗯哎呀这个就是白大师。对，让白大师说白大没有没有，, Start Time: 3790710
Text: 就是说实际上就是从今年回忆起来，就是黑岛解散的话，对于呃核心玩家来讲，在我们我不敢自称为核心玩家。就是说但是对于大部分热爱辐射热爱，就是说冰封谷伯德之门梧中置业嗯，抑郁症分曲这样的玩家来讲的话，有如晴天霹雳。因为所有人都能够清晰的意识到，就是除岛几乎是一个唯一的存在。, Start Time: 3813260
Text: 对我觉得是一个美食 IPG 的一个时代的对对对，他的是它具备一个就是唯一性和不可替代性。对，那么除了黑岛之外，不会再有其他的制作室或者说游戏公司拿出这样就是说丰富的宏大的那具备时代特征的，又有游戏性的这样的一个 RPG 游戏啊。对，那么就是说说至少当时是不可容忍，, Start Time: 3836180
Text: 当时是白岛拜耳并没有那么生软，当时还没有那么强。对对，他是小公司。那么就是那就是在零在零三年就是黑岛发出解散布告的时候，有无在之后两天有无数人请求，因特位就是发起请愿啊，请求因特位重建黑岛。嗯，啊但是实际上我们都知道这是不可能，尤其是年纪大一点之后，知道，, Start Time: 3857500
Text: 因为人心散了，队伍没法带了。对，而且那些灵魂、人物、灵魂人物都都离开了。对对对对对，这样的嗯嗯，后来就是很多呃国外玩家所讲的黑暗十年，嗯，辐射粉丝的黑暗十年。对对对啊，就是十年里面也没有消息啊什么的。后来大家听说啊这个版权也被啊很白菜价的卖给了贝斯斯。对对，, Start Time: 3879770
Text: 当时他卖给卖给贝塞，真的是白菜价，白菜价卖给威斯塔。对后大家都觉得哎说贝贝斯达可能仅仅是收购一些这个呃遗产，并没有做游戏的一种想法。当然大家都挣钱这儿。对对对对，呃，大家心里都很失落。最后就是有一个作者写了一篇很著名的文章，呃，就是叫做 history of the waste。, Start Time: 3901310
Text: 是一个对同人小说，是一个叫做啊奥杜因啊，这个名字很有意思。他网名叫奥杜因的朋友写的，他写了篇文章，写了整整二十本，就是回顾自己这这些年来玩游戏的历程，嗯，呃也是让很多国内的玩家写了马戏团来了。对对，实际废土时事，对实事。但是都很就是说很多玩家都想通过自己的方式把这种就是说废土的文化和精神一般理记下。, Start Time: 3923340
Text: 对，因为大家当时非常非常绝望，就是绝望，没有其他的那种话可说。对对，大家也是很伤心。但是知道有一天就像我我不知道白大是什么感想。当那段时间就是在零七年左右的时候，呃，贝特斯大这个游戏公司保密做的很好，他从来不至于泄露自己啊这个货吸踢贼的。对对，他突然跳着说，, Start Time: 3949830
Text: 我们把辐射三做出来，当时就是全场轰动。我不信不信不信，这不可能，这不科学，一点都不科学。经历了黑暗十年的玩家，简直就觉得这天方夜谭啊死而复生。后来我跟一国就是说我给你们讲一个就是我个人的经历啊，就是说那个呃零八年的秋天，就是也不是说零八年秋天，零八年春天就是说福睿森第一版预告片放出放出的时候，, Start Time: 3969770
Text: 就是说呃我从当时我从哪个渠道知道的，就是然后因为当时也是铺天盖地，然后马上就去把视频下了，看还下了高清。然后就是说看的过程中一边看一边哭，真的是就是流泪，真的是泪流满面非常非常。就是说就是有一种就是说那个心呃，怎么说呢？你用心灵洗礼来形容他也不恰当。当时你想想看，, Start Time: 3995660
Text: 零八年的时候，我已经我已经二十七岁了。对啊，我已经二十七岁为了一个游戏的复生，然后喉咙痛泪流满面。对对，然后就是当时我老婆问我说你哭什么呢？他只是一个预告片里哭什么呢？你玩过那么多游戏，没见你为哪个游戏哭过。但是这个不一样，嗯啊这一个是完全不一样。就是我之前跟西蒙讲过很多次，, Start Time: 4018340
Text: 就好像说是你有一个兄弟。对啊，你有一个兄弟离家远游失联啊，失联了。对对，或者说他遇到一场很大的灾难，嗯，你以为你再也看不见他了，你你在心里把他当成一个死人来对待。嗯，这个候候他突然之间又出现在你面前，对你且很突然的刹那间就公布了。对对对对，然后还是熟悉的声音，, Start Time: 4037460
Text: 还是熟悉的味道。对对，就是因为那个他在那个发售的时候，预告片用的还就是还是那个音乐。对对，用音用的 export。对， insport ort sport 那种。就是说爵士就就是那个老爵士，你看到熟悉动力装甲。对对对，熟悉动力装甲就是说那个所以说那种时候带来的就是精神震撼和冲击，, Start Time: 4056970
Text: 就是没有其他任何游戏。虽然就短短的那么几十几秒秒。对对对，就是二十几秒。对对对，就是一个镜头。对，几乎就是一个镜头。对，嗯，这个我可能跟白大师我没有白大师，那么就是那就特别哭出来，他是无比感性性。对我零八年的时候，那时候我还在上学，因为我可能也是学业比较紧张，, Start Time: 4075210
Text: 那时候也就是慢慢的慢慢也淡忘了这个事情，也没有再关注这事情。尽管偶尔还会在打辐射二，但是也在没有关注辐射三的事情都不知道这个事儿。有一天回家的路上，哎，买了一本那个 UCG 杂志哦，光盘 UCG 上面有对光盘上面有一个说是 e 三展会，就是回顾的一个什么光盘。, Start Time: 4096280
Text: 哎，我说买一看看，今年 e 三是一样，买回家之后哎，放在 DVD 里面。我躺在床上看前面，看来看来看去，就这样看到了。辐射三的时候，当时躺在床上感觉要尿出来了。我的天哪，这游戏居然做出来了。然后我当时就心里面就哎呦有的时候有感感觉是否如做梦梦。所谓百感交集相会，, Start Time: 4114150
Text: 对，都不知道怎么形容心中的那种感觉啊，就是这么多年了，这游戏居然做出来。因为后来我其实辐射啊结束之后，我就已经开始在进行这个呃关注这 faut VT 啊这些东西的网站一直在念在辐射三发射之后就开始进行编辑工作了哦啊，就开始做着就是辐射三发售之后的事啊，这些年我都在做。, Start Time: 4134170
Text: 呃，当时也是呃感觉很开心啊，自己自己出去欢欢呼雀跃，又又喊不出来，就这个心情，就是一种就暗爽闷骚在心里那种感觉就是暗爽。就是我觉得博吉斯塔是给予了辐射第二次生命。但是这个中间的过程长达十年，就导致这个新老玩家有一些断档，呃，巨大的断代，巨大的断代。然后所以很多人对辐射的理解其实是完全不同。, Start Time: 4154930
Text: 就像我们刚才说的一样，嗯，对，然后我觉得我们可以就是因为这个算是辐射的第二次起源了。我觉得呃应该应该是这么说，因为就是从四十五度的这样一个就是上帝视角这样 RPG 到第一人间沙盘。对对，它实际上看起来突突突的一个游看起来像是突突突。但是实际上它的整个的游戏方式和就是整体的体验发生了翻天覆地的变化。, Start Time: 4182540
Text: 对嗯嗯呃怎么讲呢？因子 b 现在我们回过头来再来看辐射。三、这款游戏它有很多优点，有很多你老老辐射不具备的优点。对对对，但是它的缺点也很明显，就是我也说了很多次，就就是贝斯斯达这个公司呢，你知道它数据数据设计做的非常烂啊，是是是呃游戏平衡也是一塌糊涂。游戏数据设计很多人不是呃外国网上开玩笑时候，, Start Time: 4207740
Text: 贝斯斯达公司做游戏数据设计，食堂阿姨客串的差不多，他他做的非常烂，但是它的优点就在于这个贝斯塔这个公司呢，他非常善于去刻画一个世界。对对对，在整个辐射三我们看到的由此刻画出来这个废土末世这个事件件非常直观，而且明确对他很他很擅长描述。对对对，缠垣断壁。人们苟就是说从苟且生活在这种这种残垣断壁之中，, Start Time: 4230280
Text: 彼此生活的非常艰辛艰苦。我们知道辐射三也是最黑暗的一部热系列。对对对，那其实就是从二到三啊，中间它这个游戏方式发生了一个变化之后呢，那么人们的体验来源也发生变化，完全完全不一样啊，像就是说像一和二里面，你对一个物体的描述，它是一个文本描描述啊，你这样一个东西它是怎样样你自己脑补的一范面，, Start Time: 4260570
Text: 它这个独特的这样一个描述。那么剩下的东西需要你脑补啊，那么在三里面你看的东西非常直观。对啊，非常直观，他就是说对觉呈现给你的，它就是那样。对啊，这样一个情况。所以说人们的体验有一个变化，它会感到不适。对啊，很多时候会感觉对老玩家来说是吧？对对对对，当然新玩家来说，, Start Time: 4281310
Text: 他不一定会这样这样想。对，但是就是说对于新玩家来讲又有一个问题，嗯，就是说他可能会与其他的枪弹枪游戏来产生混化混交互直观。对对对啊，是这样一个情况。嗯，对，他最后它实际上产生问题，老玩家认为它的系统规景。嗯，对对对，是的，就没有那种以前乐趣。但是新玩家认为你旧的辐射的那个系统呢已经有点节奏跟不上，, Start Time: 4299650
Text: 现在对节奏节奏太慢了。对，而最后在游戏的制作访谈访问错的，就是今年我们大家看就就是在一三的时候候个在在上面，年年轻的小伙伴。对对他他他他他他他他他实很年轻的节节奏。对，有的。他当时在这个呃，制作人采访的时候凑的说了一句话，就是我们不是故意要把游戏做成这样，, Start Time: 4324020
Text: 但我们是没有办法。因为玩家现在已经这么多年，十年过去，他不能完生了天翻地覆的变。对对，你不能在接受以前那种玩家的这种游戏游戏节奏点。对，就说是你还让玩家慢慢悠悠，坐在电脑前面一点点打的东西，一点一点去思考这种游戏模式呢已经慢慢不太符合现在这个浮造，就是在节奏。, Start Time: 4345160
Text: 对对，他不得不把游戏的节奏变快，而现在玩家你看都喜欢撤枪球，把枪的游戏融入到游戏里面，也是让给玩家一种新的体验。对对对，虽然老玩家呃有这样那样的一些不满，但是所以说我们来看很多人还是接受的。是的是的，嗯，包括于我在内都接受这种游戏模式。因为你想想看，从福特三发售到现在已经七年过去了，, Start Time: 4365560
Text: 而么就是又是一个七年。对，又是一个又是一个七年。那实际上就是说在这七年里边，我们的很多观念也在发生变化。对，而且就是这个就是我们所生活这个社会这个时代而言的话，就是嗯体验碎片化化时间碎片化的痕迹是越来越明错。我没有办法再去专注一个事情，非常长的时间。对，而且最后不一样。, Start Time: 4388190
Text: 对对对，最后你让我评价福射三这款游戏我可以大家就是稍微简稍微细的讲一下，你比如说福特三十游戏的缺点，就是数据系统做的很差。到了游戏后期，你的小枪和能量武器技能就变得不太有用了。呃，个是一方面。另外一个就是说他的数据直接导致平衡的就是就就是平衡完全被打破的这样一个问题，, Start Time: 4411410
Text: 而且就是悲赛就很他处理这个很多。对，而对他他的就是说那个有很多方面，他而且备赛处理这个事的方法特别蠢啊。就就比如说那个我之前就是是写狗肉的文章的时候，就是说写过这个方面问问题。为了保证狗肉不死，死，狗狗的 HP 调到几万啊，就是这种方式。对，因为就是大家在骂街，, Start Time: 4431470
Text: 你因因为就是说即时战斗系统和原来的回合战斗系统，他有一个本质区别。你像在二里边，如果说你带着狗肉出门的话，你可以通过一些方式就战术上的方式让保护他。对啊，让他不去死。但是在即时战斗里边，这个货没等你说话，他就已经冲出去了。对，然后你看着他死了，你怎么办呢？, Start Time: 4451440
Text: 大家开始骂街，然后还包括福尔赛的坏档问题。嗯，我操那个太太可怕了。对对，那么就是说打个比方说狗挂了，挂了之后呢，你再也救不活的了，真的你要简直要命。尤其对于主机玩家来说， PC 玩家可能还能通过控制台来解决这个问题。对，所以说他后来为了平衡，就是玩家不买。, Start Time: 4469100
Text: 对对，狗肉 HP 调到一万五，嗯，这简直就是不要脸，嗯，怎么着也死不了。对对对，就是最后的结果就是产生一个非常糟糕的玩家体验。对对，玩家说敌人太太简单，敌人伤害不够了，那就敌人血量加到三千伤害，无视护甲加到八十。对对，就好像是说你在后期就是打个比方说你过了三十级之后看到的变种人暴君这个货简直就像石头做的。, Start Time: 4486620
Text: 嗯，对，但是实际上是大家对打不死，根本就打不死。但是实际上来讲的话，这种事儿又非常荒谬，呃，所以说玩家就体验他，但是他优优我一定要再说一下。伏特三的优点，就是他刻画了一个非常非常直观的，非非常优秀，非常直观的。呃，比如说游戏里面安黛尔小镇是特佩尼塔，包括你在游戏里面挥渠的各种剧情，, Start Time: 4509130
Text: 他把一个人物很刻画的非常怎么讲，就是非常生动。就是实际上来说的就是我个人的观点啊。那么伏射三本身肯定是第个自己量的不足啊，这个，而且这个不足是肉眼可见的。嗯嗯，但是从另一方面来讲呢，弗特森的他作为第二次起源的优势在于是什么呢？他让每个角色活起来吧。对，呃，, Start Time: 4533080
Text: 真的真的变活了。就是说你能看到不仅是你自己更多的配角 NBC 啊，他们每个人带着自己的故事啊，生活在废土之上。那么就是说玩过摇滚四的玩家的那个，我们暂且先不去考虑这个问题。我们只针对就是说辐射嗯啊这一部分的玩家就是对于他们而言的话，在他们所钟爱的这样一个精神寄托的世界里面，, Start Time: 4553720
Text: 他们真正有一种生活感，对生活活这种体验感。对对对，这是代入感。对，代入感很强，这是辐射三能够做到的一个最好的开端，我认为是一个最好的开端。嗯，对对，没错，呃，辐射三时代的结束呢，也就标志说是新辐射时代代到来，我是这么认为的。嗯，是当然最后还要不得不提的就是这个贝塔斯达游戏的不性，, Start Time: 4575040
Text: 他的 momode 系统就是吸引了大量不太对辐射感兴趣的玩家来玩玩游戏。呃，事实上就是说那个现在很火的 nexus se neicsense 就是从 folo 三从辐射三开始。嗯，那时候他只做辐射三的一个专项，但是后来发现就是呃能做 mode 游戏的越多，, Start Time: 4595945
Text: 尤其是毕设的相关的这样越来越多。所以说他现他今天已经发展发展的很很很好。对， model mode 这个东西我们今天就不多说了，一个色彩标很的。对对对对对嗯对，最后就迎来了所谓的新黑岛时代，就是新维加斯。一说到新维加斯，你要旗下这个呃黑曜石这家公司，一到这家公司呢，, Start Time: 4615160
Text: 实际上就是黑岛。后来那些人大家一起联合在一起做的这个呃新维加斯，玩起新闻加私，很多玩家就有一种老辐射和新辐射结合在一起的感觉就是开开始你看到还是很直观的直观的世件。但是剧情内核呢，系统内核的还是老辐射那一套。对，就是他的那个任务结构。三和那个新闻加私的任务结构呢本质不同，, Start Time: 4631780
Text: 就是三是树状结构。新闻加加的网状结构嗯啊是这样的一个情况。那么就是黑曜石把握剧本的这个功力在这里边体现的非常完美。对对，这些老炮儿们还是很带感很带感的。对对，非常带感。新闻加私，我玩通了整整八遍，哇塞咱们差不差不多，就包括说最难的那个死前 DLC 我都玩通了了一遍。, Start Time: 4653350
Text: 呃，总体来说这个游戏就是呃因为不需要赘述，说明大家才玩过讲太多，大家其实都觉得烦。对。呃，但是实际上就是说我想那个说的一点是什么呢？一方面来讲，这是一个精神回溯。那么因为就是是新闻加私，他也是这骚骚页来领钱做这个事情。对对，那么在分布浏览的十五年要赚赚回。, Start Time: 4674650
Text: 这个我想就是说他看到这个新闻加私这个落到自己手里的时候，有一种百感交集的这样一个感。对对对，那么之前他的范布伦里很多没有没有实现的梦想在里边实现了对包括军团啊等等类似一些梗，或者说其他这样的一些内容。嗯，那么我认为对于毕设来讲，就是对于杯赛来讲的话，他是实际上在西维加斯交给黑曜师来做这个过程中，, Start Time: 4693270
Text: 他们也在学习嗯辐射这个东西应该怎么做？对啊对，所以实觉得这个是一个特别好的一个尝试。对对对，就是说实际上呢就是说毕设派出的制作人，他们在就是说他会监制嘛，在黑曜师制作的过程中中是是不断的提升自己，他们去感受就是说辐射这个 IP，它到底是有一个什么样的文化内涵啊，, Start Time: 4716110
Text: 他怎么去深的去了解，更深的去了解。就比如说像石人这一块，石人那个 poke 对他实际上就是说最后一个就是说那个就是食人之王这个这这个 poke 是由毕社的监制提出来的。哦，对，那么实际上就是说他们对于辐射这一块的认知，嗯，在就是西维加斯这一作里是有提高的。, Start Time: 4736590
Text: 所以说而且慢慢达到一个平衡，达到一个平衡的状态。他就是如果说我们过去诟病，说辐射是老古轻香枪，那么今天的辐射四有可能就不会是对，可能完全不会对对对对。你辐射射的艺术风格可以看出来，辐射四今年的艺术风格对变慢慢的开始偏向于一代二代。对对对，是的对，低矮的房屋那种门啊，, Start Time: 4754710
Text: 它的艺术风格都开始逐渐向就互相融合了，就是闭设操纵这种意识形态更加熟练。对对对，是呃总体来说新 v 加速逊大家都玩过，我们就不做过多赘述了。呃，还是一个就是新老辐射的一个结合点，也是开创了一个辐射新时代的一个发展方向。对对对，是我是这样认为是对，所以辐射在毕设的手里又再次复苏了。, Start Time: 4773960
Text: 所以我觉得不不管他们，即使有很多被人吐槽的地方，但是我觉得最重要的还是挺感谢他们的。我当时其实玩辐射三的对，首先是感谢，就是真的是谢谢你们，谢谢大哥们，真的感谢你们能把这个品牌救活了，救活了。对不？不论你们可能一开始做经验不足，或者有这样那样的点点。但我觉觉得毕设还一个很知道的如何上进的一个，, Start Time: 4796590
Text: 而且就是严肃的讲啊，就是在今天就是年货泛滥的这样一个情况下，他们不管怎么样，你可以喷他。你可以说的就是说那个数值设定作用不好。你可以说他剧本能力弱。对，但是从他们对待自己品牌这个角度来讲，他们还是蛮认真的。对对，而且又隔这么多年才把四又才放出来。对对，而且老滚六幺幺五呼气。, Start Time: 4818870
Text: 对，嗯，最后需要说的一点呢，就是后来很多老的辐射制作人的玩了辐射三，就是他们都有自己的感想。哎，对对对，比如说说这 tem m 看子子玩的候，是他觉得安代尔小镇这个剧情真的写的非常好。嗯，然后 MCA 在玩完之后，他觉得说实话这个游戏是他心目中废土土该是是这样，, Start Time: 4841660
Text: 他们都有这种一夸夸奖，其是这个 score 尔说他当他离开避难所，看到第一抹阳光的时候，他就不禁潸然泪下啊。嗯，所有几乎就是说大部分辐射硬核粉应该都有这样的体验。对，嗯，那还是很震撼的一个震撼，很震撼。因为很多辐射完辐射就是一的时候，在出避难所的右下角屏幕上，, Start Time: 4858540
Text: 一句话叫西边出现了阳光。你人生中第一次看到了外面的世界，而在辐射三里。就是你不用那句话来描述你用亲深眼睛，就就是真正的体验到了这一个环节。对对，很多人就啊解释，包括我在内都感到了一些呃感动，真的是感动。对对对，我觉得就是山而泪下，这个描述并不过分。嗯，对对对，, Start Time: 4878480
Text: 嗯，咱们今天用一个半小时来讲解这个辐射大概的一个简要的一个历史。嗯嗯，我们从这个辐射一开始是怎么出现的，然后包括到后来的第二次复苏，然后中间玩家们等待这黑黑色十年。然后但是因为这个游戏所包含的文化元素特别多，所以我觉得我们在下一期可以给大家带来不一样的一个话题，, Start Time: 4897740
Text: 就是战争。对嗯，就是沃尔沃的那个深圳。对对对对，这句话是已经伴随着辐射走过了这么多年，嗯，甚至已经现在已经变成了一个全球性的文化梗。对。而而且 canamerm GS 朋友们可能知道四代小岛一开始就是一个巴掌一个对对对，他那个台战已经改变了，沃尔沃还还 change。, Start Time: 4921350
Text: 对对，就是这个这戏话影响到太多好多可能不玩游戏的人，可能对这个也也可能也有点印象，就这个对对对对对，嗯，那么对于战争这一块来讲的话，实际上整个辐射的世界观呃，他的认知包括就是他的游戏过程实际上都是在不断的战争之中度过。对对对，嗯，我们可以在下一期很详细把它讲一下，, Start Time: 4943770
Text: 大家可以期待对，大家期待一下吧。咱们这一期就是大概简述到这里还是不是很详细，我们下期节目会非常详细的聊一聊战争相关的话题。好啊，那咱们下期节目再见，朋友们拜拜，再见。 some folks can lose the blues in their heart。, Start Time: 4967620
Text:  but when i think of you add another showers star in to each line， somereally must fall are too much is falling。, Start Time: 4989040
