Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友，你再也不用担心被揭目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27700
Text: 对那在这一块，那他们的一些呃反馈或者他们的一些呃建设性的意见，对我来说真的是一种动力。实际上这十二月呃走下来的时候，实际上倒反而是这一波人对我们的鞭策，能够让我们做更多的一些事儿，就包括呃这样能够让主机的平台啊更加针对 x box 的玩家，而不是呃区分在呃是中国的主机啊，, Start Time: 4092670
Text: 中国文的主机啊嗯哎呀而已呢，我们在呃整个全球版的本地化呃工作方面做的一系列的进展。嗯，啊那这些事事情呢，如果没有这一波玩家在积极推进的话，我这边我们提要求的话啊，实际上有可能实现了一个媒体段，有可能还会更延长一些。嗯，啊所以说最近呢对我来说还是呃非常好的。, Start Time: 4119120
Text: 当然有的时候啊，你还是要调整一些心态去跟这些事儿。如果还是一件非常好的一个事儿，那么我倒反而更担心就是说呃如果这一批玩家不跟你说了，对对对，那实际上是对这个品较不好。对那我我还实际望有这样个很好的一个互动。当然呢就是呃有一些呃有呢在微博上，反正大家也知道社交媒体了啊，, Start Time: 4142640
Text: 社交媒体的时候，呃，有的时候也管控不了，因为有一些呃也的的确确是一些呃就比较我不知道应该用用社交媒体呃，怎么样一个术语去阐述啊，就是他呃多多少少就是呃是抱着这样一个心态，就是来重新来找创新过来了啊，他本来也不是一个呃核心的玩家啊，然后他的确就在吐槽。嗯，那这一波呢就是你怎样去培养这样一个心态，, Start Time: 4164540
Text: 就不理不睬了。因为你因为就是很难去满足百分之一百所有人的一个一个一个需求吧。嗯，啊这也是是整个社交媒体也是非常开放的一个媒体。就是你不可能去啊，因为去管控啊，遇到这一波人手说这一块呢呢就是我我在内一部的跟同学们都在说这样一句话，就是有可能干。我们这一行的需要有一个比较强大的心。, Start Time: 4193400
Text: 然后啊那在这一块的话也会呃也在一直努力吧。嗯，不过总体来说，我们看到呃最近市场上对于 x boss 的一些呃评价的话，还是去就是变好的一个状态。对，嗯，因为我想多多少少自己的一些努力啊，团队的一些努力啊，和公司的一些努力啊，我想玩家当中应该也看得到啊一些不同的进展吧。, Start Time: 4217720
Text: 啊，就是也非常期待有更多这样的一些呃实质性的一个效应，能够带给广大的玩家。嗯，其实我觉得大家还是比较实在的一个，就是我买这机械有游戏，对，玩的不错。然后第二个就是能让我感觉别那么就是别那么孤身边，能有好多人能陪我一块聊这个，那是可以了。对，所以就是您刚才说的感觉，, Start Time: 4242730
Text: 现在在就是慢慢的变好，也是因为就是比如说日常的一些互动啊，对对，或者说大家讨论的这个氛围慢慢已经形成了，所以才会好一些。是的是的，实际上也是一个因为培养的过程嘛，就是刚在最早的时候谈到这一点，就是说呃当初的时候感觉这个品牌或者这个使用的一个方式，大家已经非常接受了。, Start Time: 4264750
Text: 实际上一个非常大的一个那个学习点，就是在一年当中过来的话，还是有感觉有很多学习的空间。因为这个品牌这个使用习惯啊，这个内内内容的期待，实际上大家还是有一些多多少少，对，不是太了解。实际上今天也是非常呃蛮好，就是通过像结合这样一个平台，能够跟大家那个多聊聊天啊，, Start Time: 4284550
Text: 也后讲讲一些平常好像听不到的一些东西啊，能够呃应脑有更多的一些有的时候沟通呃沟通是非常重要的吧。啊，就是能够让大家也知道一些幕后的一些幕后的一些东西啊，结果的对对对对，其实我觉得您就您就当跳入了一个新的一个兴趣的圈子里就行。就是大家都是是的，都是希望咱们能有一个就是所有玩家都和您一样能有一个共同的爱好，, Start Time: 4306220
Text: 并且能够希望他能变好。对，其实这也是共同的。对对对对对对，我想这这一点呢也是非常重要，就是说整个呃主机游戏这个领域的发展。所以说我对自己的一个要求呢，还是呃你说蛮简单嘛，也蛮简单，不过很难。就是说呃简单一个这地方呢就是说呃心态是摆的非常正。就是我之所以要呃接这个位置置话话，, Start Time: 4335040
Text: 其一一非非大的的一个核心点。怎样能够呃建一个比较健康的一个生态系统？嗯，这个生态系统不光是一个开发商的一个生态系统，以及销售商的一个生态系统。能够真正把呃非常专业的那个游戏内容以及游戏体验能够带给广大的玩家。实际上这也是呃大家的一个形成。实际上广大玩家也是希望看到呃一个行业的一个比较良性的发展。, Start Time: 4357830
Text: 啊，我想还是这么一句话，就是市场非常大啊，希望大家一起努力去拓展啊这样一个市场。所以最后要不您跟大部分就是支持 x boss 玩家聊两句。对，说句心里话，好多人其实就是为了 x box 这几个字。对对对，一直支持下来。嗯嗯，实际上是蛮感动的。就是说作为一个实际上呃我不能够说自己是一个圈内人。, Start Time: 4381210
Text: 那实际上接接这个活的时候，呃，的确是一个圈外人。那现在越来越多的对这个圈子有更深的一些理解。嗯，那其中有一点对我来说是蛮呃感动我的啊，那感动我的一个地方呢，一个当然是呃广大的粉丝对于这个品牌的一个重视程度，嗯，然后对于一个内容的一个可求。然后这个内容的一个渴求呢，, Start Time: 4407460
Text: 实际上呃对我来说又有很深入的一点。那就是说他不是在光单纯的感觉这个东西好玩。嗯， OK 实际上你如果看像光环这样的作品，或者像那个战争机器这样的作品，甚至古墓丽影这样的作品。实际上大家之所以对主机游戏这么推崇的话，是对他的文化，它的故事，他的制作人。因为比方说我们去年在呃十月份的时候做了那个 hilo 在北京和上海做做了两场，, Start Time: 4429800
Text: 由那个 frank 来。对，就给我印象非常深的。就是大家在跟 frank 聊的时候，没没有说这个呃那个那个那个呃呃光环那个打枪应该怎么打我什么玩家，我的一些技巧他都没问，都是文化方面。他问的问题都是说哎，他的音乐制作人，因为在那个黑 lo 二的时候，他的那个他离职了，, Start Time: 4456650
Text: 对吧？他的音乐制作人的 mon 了，然后他的那个他实际上他的那个作品是非常 epec，非常有影响力，对后面怎么办？对，然后在那个整个呃在 VGL 上呃，也是有一些那个光环的那个音乐的音乐的发布。然后大家就会问这个以后会怎么办？这个对我来说呃触动蛮深的。就是说之所以玩家对于这个东西非常感兴趣，, Start Time: 4476570
Text: 不光是对游戏本身的，他是一个故事，他是一种文化，它是一种心态。实际上这一点啊，就是我以前作为一个圈外人来说是没有认识到我。嗯嗯啊，那之所以因为这一点的话，才能够让这一波玩家能够更核心的结合在一起。就像 manineraft minecraft，为什么整个呃就是我的世界，, Start Time: 4498950
Text: 它的那个玩家的群体是非常核心的。就是他呃在那个粉丝之间的互动啊，或者社区的管理啊等等方面都做的非常非常的机制。那他所推崇的一个非常核心点，就是说我为什么喜欢马蚁画 p？因为他给了我创造我自己这个世界的机会。对啊，他不用跟我比，就是说我的世界比你好啊，你的世界比我好。, Start Time: 4518910
Text: 对，就完全就是这种尊重的态度。就是说我非常喜欢你比我的世界，因为他体现了你的人格，你的呃一种独立性。对对对，金物引物也不如我的草窝。对对对，实际上这些东西呢对我来说就是感触的确非呃非常深啊，所以说在这一方面，我为什么呃刚刚讲的所有的这些都会回归到啊，怎样能够做一系列的事，, Start Time: 4540810
Text: 能够帮助玩家在这个方面能够体验到他的文化，体验到他的故事，体验到他自己的一个个性和存在。嗯，啊这个是呃我非常希望能够做的事啊，实际上也想通通啊，呃希望这职位位的一个机会吧，能够更加的接触。那玩家能够啊希望望更多的感动动啊，然后在这个过程当中也能够呃帮助玩家提供一列的机会，, Start Time: 4564470
Text: 能够接触到更好的一些作品啊，能够啊更好的打开大家的一些视野啊，这是我自己非常希望能够做的，也非常希望呃玩家能够支持和配合。可能大家也都希望看到这些。对对，那感谢老谢今天愿意跟我们分享这些故事。对对，那我觉得我们明年可以再来聊一次。对，每每一一年年见嗯，对，, Start Time: 4591050
Text: 二十周年的时候再再过来一次啊。对对对，感谢感谢竞展。嗯，那咱们这项就这样吧，然后如果有什么想交流，大家可以来我们网站下面对留言，我觉得有机会的话，老谢也应该能看见。嗯，对，我们也希望能够有更多的玩家，能够通过我们这种方式和您有一些交流。对对，好吧？好，谢谢大家，, Start Time: 4613840
Text: 感谢感谢老，谢谢谢谢谢大谢大家，拜拜。 this got a place place 是每天 seem like agages tomorrow，算不是干。 i love can 去 deily， i can feel 我能我的圈，我找我找 seven vercition sary your nations，, Start Time: 4636820
Text: 你会死亡微醒呢，我就。, Start Time: 4690630
