Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友，你再也不用担心被揭目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27700
Text: 而 NCL 要求平分。嗯，兄弟会很快不同意说这些技术你们拿了要干什么？嗯，说你们拿来拿了要打仗吗？ NNDF 是你们不用管，我们要拿来来干什么，你们就不把这些东西独吞了。我们也牺牲了很多技巧。其实就是兄弟会，当时他那个主要的疑虑就是说你们拿走这些科技之后，, Start Time: 3594510
Text: 你们肯定是要打仗，问题是你们要打谁？对，是对，那只能打我了。对对，就是这样。最后这个谈判失败了，然后呃兄弟会就干了一个非常让人觉得受不了事情，他们居然在谈判失败，当天就把基地里面剩下 NCR 全给杀了，呃，先下手为强，全给全给打死了。打了之后，兄兄弟会认为先下手为强，, Start Time: 3613550
Text: 我打赢了，赢了就是赢了。你们这些农村人，就你们这这些些农村人，不可能是我们兄弟会对手。对，是之后发生的，一切就彻底就就让兄弟会傻眼了。对呃， NCR 国内知道自己的部队被兄弟会消灭之后，纠结起是我们国内的军队打到了纳瓦罗。这一场战争打的非常惨烈的兄弟第一次认识到自己实际上并没有那么强大。, Start Time: 3635990
Text: 嗯嗯，就是按照交换比来讲的话，兄弟会可能是十几个，就是他的交换比达到了一比十几。但是兄弟会的人实在是人实实在太少了。对，因为这 r 实在是人太多了。对对对，然后很快兄弟会在浙江就是死伤惨重。据说在范布伦的设定里，是纳瓦罗的军事基地，英兄兄弟会应该是都死亡了，, Start Time: 3657980
Text: 全军覆没，主要精锐都死掉了，肯定是对结果。很快，这场战争争蔓延延到了整加州，所有兄弟会都开始始公公司打仗，仗是基本上结果果都很相死，靠靠兄弟会人太死了。对，也不是靠他们的人数实在太少，再加上他们的呃补充新兵的能力又太弱了。对对对，是的。嗯，对，那 NCR 使用上让杂兵先上，, Start Time: 3678440
Text: 让他们的精锐伏击这种战术很快就把兄弟会打的溃不成军。然后兄弟会兄弟会在后后期这段时间，他们就基本上难以抵抵挡战他们的呃，他们总部就马克思城也被击溃了。对，这就是兄弟会的衰落。对，只是在辐射三里面，你也会知道辐射三里面。利昂兄弟会会告诉你说，呃，我们后来不知道为什么跟西韩总部失去联系了。, Start Time: 3701000
Text: 嗯，对对对，有兄弟会就种种从一个很繁荣的一个强大的强大军事组织，变成了一个四散这个苟延残喘、苟延残喘的一个小小的这种团体。对对，然后很快兄弟会就躲在地堡里面进行恐怖袭击。在新维加斯游戏地开始，我们知道兄弟会炸毁了就是 NCR 金矿。嗯，对，然后 NCR 的货币突然贬值了，, Start Time: 3723020
Text: 包括是他的金，他是个金本位的货币。对对对，包括是像新维加斯里边的黑六史斯，就是那个电站，嗯嗯，也是兄弟会和 NCR 战争的这样一个结果。对呃这场战争蔓延到很多地方，包括在新维加斯我们的游戏里知道就赫里欧斯电站呃，新维机就是 NCR 的军队，直接把兄弟会打到了地堡里。, Start Time: 3747070
Text: 在很多地方都是同样的结局，兄弟会就就基本上都已经战败了，他就成这么一种非常可悲的结局。兄弟会基本上在西盘就迎来了一个非常悲惨的局面。充这个充分说明了，就是说你要组织一个强大的组织，必须是从群众中来，到群众中去，有效的发动基层。对对呃，而另一方面在东海岸一切都不一样，, Start Time: 3766980
Text: 兄弟会因为很开放很开明。他们除了自身发生一起内战，就是兄弟会的遗弃者和利昂兄弟会的人。因为在这个匹兹堡所经历的一切呃发生了分裂以外，这边的兄弟会反而是受到了民众的战争。大家都觉得兄弟会是拯救救人，对，保护美们很多人加入兄弟会。对对对啊，最后兄弟会和主由福射山的主角和兄弟会一起开始了和英克雷的战争。, Start Time: 3790010
Text: 嗯，当这场战争我们严格的讲，如果兄弟会不是英克雷，当时没有被完灭，这样。对对，是的，我们知道在这个东海岸的英克雷呢就是来自西海岸西海岸的英克雷。呃，他衰亡之后，有一部分人就逃到了东海岸。在东海之前有击地，他们在东海重新壮大了啊，他们在这里干的事情，还是西海岸那一套就没有什么变化，, Start Time: 3814710
Text: 没什么变化，还是呃要把废除上。说了这些变种人全杀光这种他常种族主义的错错分。嗯，然后这种作风就和兄弟会产生了分歧啊，兄弟会叫示意，要跟他们要打一仗。而我们知道这场战争玩过游戏人呢，如果不是因为自由，大金刚啊，兄弟会肯定也赢不了。对对对，是的，自由先锋号实在太厉害了，, Start Time: 3834870
Text: 对吧？而东海岸的兄弟会，他之所以这么强大，原原是其实他们还有一个呃怎么叫剧情面？我们讲还有一个运气因素，他们找到了五角大楼，从五角大楼地下挖出来，大量的老式的动力装甲七四五 d 嗯，还有一台自由先锋号，打超重型机器人。嗯，因为这两样东西，所以东海岸的兄弟会就变得非常强大。, Start Time: 3854860
Text: 然后他们也因此就是实际上最后决胜的还是高技术兵器。对对对对，当最后靠这个非常强悍的这个自由先锋号击败了呃英克雷，然后取得了战战役的胜利，然后拯救了整个东韩的废土的人。有关这个自由先锋号是一个非常有趣的设定。自由先锋号最早的是由豪斯先生 mr house、 mr house。, Start Time: 3874200
Text: 对对，后来待会能带一个很重要的角色。那如豪斯先生最早和美国军方和一个叫通用原子能机构。大家一听就知道梗的是通用公司。对对，通过原子能机构三家一起合作，制造一个专门用来对付中国解放军的机器人。对对对对，他当时因为被中国军队打怕了，他们就研制了很多技术。但是在 MK 七战争结束之前，, Start Time: 3894560
Text: 这个机器人都还还是没能造好。嗯，对，最终还是被废弃，就埋在了这个呃五角大楼地下被储存起来是这样一个设定，最终被兄弟会重新挖出来修好，然后就投入了战争。那有一个细节是很有趣的，就是说那个福射三最后决战来临之前，嗯，然后伏舰会的首席书记啊，长老梁长老问他说那个自由先锋号，, Start Time: 3916670
Text: 你有没有搞定吧？嗯，然后你差差里点，差在哪里呢？差在语音模块上，然后管那么多干嘛赶在拿出来用吧。嗯，然后你就会看到就是自由先锋号，一路往那个纪念馆去跑，然后惊人的压倒性的战力，然后嘴里边喊着就是说各种反攻口号。对，很好，这这别别这这别别这这个事候，然后就是喊着喊着反两百年前的敌人的口号。, Start Time: 3939010
Text: 然后这两百年前的他实际上揍自己的政府，对做自自己的政府，但是喊的是是个剿灭剿灭共军类的这种对对。另外讽刺的一个剧情也是深究，呃，怎么讲呢？辐射三个制度的这一部分，真的是体现出来。辐射整个故事内涵，对，这是一个高度的黑色幽默。对对对，高度高度的那个还原辐射的精髓，, Start Time: 3963630
Text: 严肃的讲，整个福射三里边两大黑色幽默。一个是就是林肯纪念堂的规范的是黑人。对对，另外一个就是对另外一个就是反共的自由先锋后痛打自由民主的政策。对呃，在同一时间就二零七七年，就二二七七年的游戏时间线。同一时间在西韩这边呢就是第一次水坝大战。嗯，对，就是凯撒军团进驻了莫哈维呃，, Start Time: 3985960
Text: 新进加州共和国也进驻莫哈维。双方在这两个巨大的势力在这里产生了一次，就是进行第一次战争。这次战争呢就是呃很多玩过游戏的，可可能不是理理，就就是为么拿拿着枪棍棍棒。凯撒军团是这么强大，为际上拿着刀枪凯撒君他是游戏为了平衡设计而做的。嗯，在背景设定里的凯撒凯撒军团呢，, Start Time: 4010980
Text: 他们是有很多呃军事战略设施的，包括什么拖拉机啊，这些东西他们都有啊，只是他们的游戏人员不能把他们体现出来。呃，是凯撒军团，就是事实上黑曜石在那个就是新维加斯收尾的时候，嗯，凯撒这一部分支线根本就没做完。对，包括就是说很多任务，包括很多任务都没有来得及置入到里面去。, Start Time: 4032340
Text: 如果你是走正常的 NCR 线的话，你会知道就是说整个故事线在非常丰满。你走凯撒线的话，它是收尾非常突兀，就是一个急转直下这样一个结果，嗯，包括就是就就被扔到大坝了。对对，没错呃，实际上在背景设定里面，凯撒军团士兵非常强大，他们战斗一直有这个丰富战斗经验，有充分和 NCR。, Start Time: 4052320
Text: 这些直接从农村招来的这些义务兵，根本就不能士气，恩 c 然士气也不足，这个打仗经验也不行，嗯，很快就被就被凯撒军团打的满地跑。但是恩 c 然他们精锐部队这个游骑兵非常厉害。嗯，他们还有一个精锐部队，就是他们第一侦察营的狙击手也非常强。对对对，最后他们通过一个战术，, Start Time: 4071020
Text: 就是一个口袋战术，把他们的部队把凯撒军团部队吸引到一个叫做博尔德城的地方。嗯，巨石城巨盐城，然后在那里引爆炸弹，然后互相狙击打到他们的指挥官。因为凯撒军团还用的是就是呃中决的，就是当年罗马人那套百副长石副长。对对对对，直接把那个基层的指指挥官干掉。对，那么百副长师长一打死，, Start Time: 4090770
Text: 士兵就乱了，乱了指，就就他们就失去战斗力了。然后就是靠这样这 NCR 才勉勉勉强强的把凯撒军团给击退了，还不是击退了。嗯，击退之后呢，凯撒一一怒之下，就把当时他们的这个呃领军应该叫做特使，就约校格拉汉姆跟他一起出生入死那个翻译哥们儿给他做翻译的一个人。呃，, Start Time: 4113290
Text: 他出生入死一起打天下的一个哥们，就全身点火火的水坝上给扔下去了。就严肃人呢捆是一个就是对格拉汉姆，就是波尔曼，他的处理呢是美国拓荒时期的私刑的再现。嗯啊就是把人呢全身涂满柏油，然后沾上羽毛，然后点着火捆在木光上扔到深渊里去。嗯，是这样一个情况。嗯嗯，那凯撒这种呃也是迁怒的行为呢，, Start Time: 4136010
Text: 并没有什么就是实质性作用，他毕竟是打出了战争，而最后也就是我们在游西维加斯结尾的第二次水霸大战，凯撒军团卷土重来，而 NCR 已经没有那么强悍的力量能够再击溃他一次，然后就由主角所参与的第三方势力来结束这这场战争。而在这场第三方势里面，必须要骑到另一个势力，, Start Time: 4161450
Text: 就是豪斯先生。嗯嗯，豪斯先生之所以我们不在刚才的这个势力部分，因为豪斯先他严格说并不能算是一个势力，对，算一个个人只能算是一个一个个人。对。豪斯先生是他的人物原型来自于很多地方。我们知道实际上就包括了霍华德修斯啊这些。对对对对，嗯，他是一个战前大巨鳄大腕机器人巨头。, Start Time: 4182850
Text: 对啊，科学家科研机构，他和辐射寺即将发行这个辐射寺里面的很多剧情都有关联，但这个我们后面再讲。嗯，凯撒就是豪斯先生呢，在战前就预料到了这个核战会爆发。所以他在整个就莫哈维地区安插了很多反导装置，最终他还是成功的把呃就是呃他击落了维加斯，击落了大把拉斯，对，, Start Time: 4204700
Text: 把拉斯维加斯给保保下来了。但是尽管击落大棚还是有河南落下，还是把整个莫哈维地区给炸了。但是还是把新维加斯啊拉斯维加斯给保留下来。对嗯，然后凯撒军人团保留下拉斯维加斯之后，那不什么凯凯军军豪斯保留拉斯维加斯之后呢，他多年以后重新苏醒，他启动他的机器人大军，然后在这里就占据着一方势力变成一方豪杰。, Start Time: 4226400
Text: 而不管是 NCR 还是凯撒军团都不敢招惹他，而他的目的就是把这两边都赶出去，彻底的让整个曼哈威地区变成他的手下啊，他也在这里发展自己的势力变得更加强大。豪斯先生呢他代表着也是美国的一个传统观念，嗯，就是说他也是立国的一个传统观念，就这个东西就是持剑经商。嗯，, Start Time: 4249230
Text: 就是你在你在经商的时候，你手里要拿着剑，嗯，拿着剑的目的是什么呢？保护你自己。因为有没有力量的话，你做贸易你做一个商人啊，你随时都可能遭到就是说裸略遭到席卷。嗯，那这样一个情况，那豪斯先生就是一个商业大亨，同时又上升到了一个就是能够用极大极其强大的力量来保护自我，, Start Time: 4269050
Text: 保护自己治下的这样一个地区。对他是持剑经商的一个最高程度的一个话。嗯嗯，对，豪先生有一支机器人军队，这在当时的莫罕威是最强大的有士兵。对，但是他的机器人军队又设定了限制，他给机器人军队控制的芯片呢，还要通过自身的更新才能启动。所以他也受到了这个自身的。因为他自己已经是一个很多人戏称叫老腊肉，, Start Time: 4289050
Text: 就是他是通过的装置维持装藏在地底下的一种状态而存活。他并不能出现在人面前，只能通过电视屏幕点信号对出现在人面前，他也受到很多限制。对，而非常交换的设定。我觉得对我特别喜欢豪斯先生这个设定。对一个马上要死去的人，通过机器维持生命，然后用计算机的方式来，因为他精神类影响。, Start Time: 4311640
Text: 对对对，这这太厉害了。这个设定嗯，然后不管是主角是在三方之间，哪一方你最终都可以选择一条很有趣路，叫做独立，嗯，就不接受任何一方自己选择。让整个呃新加州就是人，整个新呃新维加斯地区的人独立拉拢这边的人，不管是兄弟会还是呃呃波末尔还是炸药帮，只要是你能拉拢到的人，, Start Time: 4334220
Text: 全部都拉拢过来。我们没有，就是尤其工厂，就是国际歌里面经常唱那句话，就是没有救世主，也没有英雄，只能靠我们自己。嗯，呃没有谁也没有，只能靠我们自己维加斯人民站起来，要把列强驱赶出去，这种精神主角也可以这么做。而整个这个新维加斯这段战争史就是非常讽刺的说，你究竟是他每一方其实代表的是一个呃怎么讲，, Start Time: 4356760
Text: 是一个政治文化理念。比如说恩 CR 代表就是大农场这种资本主义。对对对，是的是的是的资本主义。而凯撒军团就代表是呃独裁和奴隶奴隶贸易奴隶制、奴隶制、奴隶制、独立、独裁这种这种政权。凯撒代表就是强人政治，强人经济。对，那那 misr house 不是凯斯斯斯斯代表就是 miss house，, Start Time: 4381540
Text: 代代表强人，政治强人经济。对我是一个强人，所以我就能够就光靠我自己的强悍之处，我就能够统领大家。其实你看像 misr house，它本身如果你以强人政治来做比喻的话，它就像埃及萨萨达克或者说也对对，或者说是对，甚至说是萨达姆或者说卡扎姆对呃这种强人针对，但是呢强人一死，, Start Time: 4403980
Text: 这个他所维持这样状态就四分五力嗯嗯纷分力力。而最后独立路线代代表是什么呢？很多人都提到就是无政府主义。对嗯，是的，这标准的无政府主义观念，没有强权，也没有没有伟伟大的人，每个人都为了自己的生命彼此战斗，这无政府主义者的一个典型的理念。对而玩家在哪一个选择，, Start Time: 4424780
Text: 哪一个理念成为这场战争的结果呢？其实都没有什么区别，你会发现最终的结局你都不是完美。对对对，嗯，就是并并没有什么卵用。嗯，对，因为当你选择战争作为自己表达诉求这种方式，他永远都不可能有一个完美的结局。是的是的对对对，嗯，但战争又永远不可避免。对对对，嗯，比如说你是走了 NCR 路线，, Start Time: 4446880
Text: 那么一开始拯救你，那个小镇必定会被毁灭。因为高赋税对腐败和高赋税，如果你选择了凯撒路线，那么很多人都会死去。虽然会带来短暂的这种所谓的安定和会死大部分人，嗯，但很多人都会因此而死去。对，如果你选择了豪斯线路呢，豪斯线路会怎么样？兄弟会也会死，对很多那些小的势力也会被豪斯干脆彻底清除。, Start Time: 4468580
Text: 对，而且就是豪豪豪只能保护新维斯斯周边的这一块。嗯，对，然后如果你选择了独立路线，乍一看独立路线，好像大家都实际上才独独立路线。独立路线是最惨的，最惨的生生死死、杀戮与否，这些事情都和你再不相干的，所有人都都好像是活在一场混乱之中一样，一切都没有改变。一场战争打完，, Start Time: 4489300
Text: 大家都不知道到底打了些什么。对对对，是是这样的，是这样，所所最后要回回到到那个主题。其实就是像我们在上一期里边谈到就是最糟糕的和平也比战争要好。对，那么古我们中国的古话也讲说宁做乱宁做太平犬，不做乱世人啊，是这样一个情况。嗯，那么你就会体验到在这样一个持久持续不断的战争的这样一个内容里边。, Start Time: 4510710
Text: 那么每个国人生命都如此的微微足道，不管管他从哪里来到哪里去。对在整个新维斯的故故里面，他提到了无数次战争。从小战争到大战争，每一次战争的结局往往都是非常凄惨的。跟新维加斯本质体现出来一些娱乐幽默感和戏谑不同的时候，他对战争的描述往往都特别残酷。对对对，是的是的是的，, Start Time: 4533610
Text: 他中间有有很多反战的情绪在里面，有很多反战的任务在里面。对，就是就一直的始终要告诉你，战争这个事情永远都是政客的游戏，普通人的悲剧。对，就是这这也没错，尤其是如果说是我们系统的从辐射生就是辐射射正式从辐射射一直到辐射新维加斯，你会发现那么战争这样一个主题，, Start Time: 4555040
Text: 虽然他从未改变，但是我们在其中即使是亲身经历，也是要极力的去避免它。那么从一开始啊，很多人就非常喜欢这个嘴炮流这样一因。因为什么嘴炮流它是能避免流血，避免争斗，对很多人避免失去生命，避免失去生命。很多人很喜欢这一点。然后就是到了三和新维加斯变成就是第一人称沙盒。, Start Time: 4574980
Text: 游戏之后，很多人更加注意这样一个情况，就是嘴炮尽量用嘴炮去解决问题。对，因为什么这里边的 NPC 和前两代相比来讲，它更像一个活人。嗯，那，而且他死掉之后，他不会再复活。对对嗯，对，你也不愿意他死掉，你也不会愿意他死掉。所以说个嘴炮流流潜流流行行枪，嗯，这这样所以加点的时候一定要根据自己的意愿去加一儿人。, Start Time: 4598060
Text: 对对，嗯，尤其是辐射三里面有些人甚至会想尽一切办法去救一些非常难救到的。你说比如说这雷厉雷厉游骑兵的三个三个人，瑞类的三个人，对都能关。他们经常会在路上会死掉，但是很多人都会努力的想办法把这三个人让他们活下来救回来。对，那么在辐射一从辐射一到辐射新维加斯，, Start Time: 4623500
Text: 就是很多人追求的，另就是嘴炮流最高境界，实际上就是不杀一人，不发一枪啊，通关关关关对，这实际上是也是能做到的，这个也是辐射和一大一大一大魅力所在。对它和其他 RPG 的区别所在。你像就是比如说日式 RPG，总有几个 boss 是你必须打的。对对对对对，总有几个地雷是你必须采的。, Start Time: 4643300
Text: 对，但是在辐射里并是这样，就是所有没有这么多，绝对的，也没有那么多绝对。而且面对战，面对战斗，你可以选择接受的，你可以选择逃避。嗯啊对，跑了，我不打了，我不打了，我跑了。对对对啊，这就是他给你一个真正的面对危机，面对战争的这样一个选择。那么就是通过这两期啊，, Start Time: 4666140
Text: 嗯咱们把那个这个沃尔沃那 ver changes 这个内容其实是做了一个回结，做了一个回顾会做了一个延伸。可能有很多细节之前大家是不清楚的，或者说我不知道的。对啊，但是更多的内容呢就是随着未来辐射四发售，也许我们会了解到更多的有趣的东西。尤其是随着未车来讲的话，, Start Time: 4686060
Text: 他做这个东西应该是更加得心应手。通过之前的学学习和实践的这样一个内容，嗯，那么辐射每一代的它的战争实际上都有它的背景可循。有一个暗藏的主，有一个暗藏主题。对，比如说像就是四辐射三，它的暗藏主题实际上就是南北战争、奴隶战争、奴隶战争。对，就是在二代。其实实际上在二代三代里面就是奴隶贩子起到一个非常非常重要。, Start Time: 4708720
Text: 对对对啊，他们虽然在道德上来讲是邪恶的 evio，它是邪恶。嗯，是是呢对对于整整废土的人资源平衡起到了非非常大的。对对对对，优化配置优化这优优化人力资源的配置。对那么在未来我们就是即将面对的辐射四里边，这个就是非常非常明显埋的这个战争梗，就是美国独立战争嗯，, Start Time: 4732530
Text: 独立独立战争。对，那包括说像今年七月四号毕社放出的这个就是庆庆祝画，嗯，实际上也是在游戏里面的一个壁画，嗯，啊，它表现的就是二战，就是那个就是就是那个独立战争二战和 great wall 嗯，啊三幅壁画啊，实际上它反映是不同的战争时期。对嗯，那么尤其是这里面就是 g 军刚才也提到就是有南方邦联嗯，, Start Time: 4754210
Text: 啊对对，北方邦联，北方邦联，北方邦联这一部分。对，那么他们实际上所起到的就是角色扮演角色，很有可能就是像原来独立战争里面华盛顿所率领的大陆军嗯啊这样一个角色。他为了争取地区的独立嗯啊进行的战斗，至于就是说这种这种战斗是从是哪些势力之间的战争，嗯，啊我们需要等待。, Start Time: 4779030
Text: 对，现在不得而知。对，现在不得而知。但是从目前的倾向上来讲的话，兄弟会兄弟会有可能是你去合作的一方面，但有可能是一个大反派。嗯，啊对对，那么就是都还不知道。对，大家都还不知道，那么在三里边就是闭设操刀，三里面英格雷他是一个主要的反派。对，那在但是呢通过 rain rock 伊顿总统死掉了瑞 in rock 爆炸。, Start Time: 4801710
Text: 嗯，那么最后来讲，英格雷的在它的这个地区的控制力已经是非常微弱。嗯，那么这里哪一个巨大势力会充当崛起，反派的阴谋的这样一个崛起。嗯，啊这个是值得我们去去思考。考包包括就是说呃后期的这样一些游戏的体验内容，有有足够的消息证明，就是福射四这次的全剧本的容量在十万行以上。, Start Time: 4823290
Text: 对对，大概是有极其庞徨，有几种说法是就是语音对话是有的，说是十一点一万哈嗯有的是十七点五万哈。嗯，那这里边能够展开的故事内容就太多太多了，太对对对，嗯，号称游戏四百个小时啊，嗯，尤其四百个小时仍然有新内容等待发现。对对对，是这样一个情况。对，所以说这个就很吓人哈。, Start Time: 4847300
Text: 嗯对，无论如何辐射主题，都还是那个不变，叫做战争。战争永远都不会改变战争容量。对嗯嗯，所以我们期待四代。对对，然后给我们呈现什么样的一个几个势力之间的战争。嗯嗯，就从我们的角度来讲的话，我们更希望能够带来一个就是对心灵势力，对一个是新势力。另外一个是对心灵带来冲击的新剧情。, Start Time: 4869180
Text: 对对对对，嗯对，就好比说我们知道那个之前的几方势力的战争带来的一个状态，给这个废土带来一个影响。对，今天你再度在二百年后，你再度参与其中的时候，你会做出一个怎样的选择？对，嗯，而且跟咱们之前所做的选择，其实也有也有也有一定的联系，一定的联系。对，都影响到了四代的一些发展。, Start Time: 4895140
Text: 对，是的是的。嗯，那么这期咱们就整个有两期节目的时间，然后就是给大家又梳理了一遍关于辐射里面的战争。然后也为大家讲了讲这个战争从未改变这个主题。然后是是下一个章节，我觉得咱们可以给大家讲一讲关于这里面的科技产品，就是是什么支撑着战争。对，是什么支撑战争就什么帮助人们在废土的战争所所遗遗留下来，, Start Time: 4917920
Text: 这些科技到底都是什么样？他们在真实的世界里，是否真的有这些科学技术存在？然后包括为什么那个时候的那些电视机、汽车啊之类都是那种样子。我觉得这里面有很多可聊的地方，我们可以在下期再说。好嗯，那感谢大家收听啊。我们这期专题比较长，请大家继续期待下一期，谢谢大家科学支持什么？, Start Time: 4944770
Text: 对，好好的好，谢谢大家，大家再好好好好。 i really must come for。 i am a very exam singing my song of llong liver。嗯，是 the food。 there is the spread is。, Start Time: 4966290
