Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心，本节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散，, Start Time: 27710
Text: 伊顿工学啊哈罗德公学这些工学之间比赛，他这个然后然后然后他的工学呢，他们为了解决这个统一规则的问题，他们好好商量，对他们就派出了代表，然后去开会商定订立规则。直到一八四八年成立，一个叫做剑桥规则， camera rute，这算是比较早的一个比较早的一个呃这个英国的这样一个泛用运动规则。, Start Time: 3679890
Text: 对，泛用运动规则，然后它里边呢已经包括了球门球界、外球这样一些规定了。然后那英国英格兰北部，他当时用的是叫一套叫谢菲尔德法则。那么一直到一八六三年，就是我们游戏发生前五年，英格兰成立了一个叫足总的东西。哦，我操祖总那个就有组则。对，就有。对，就是 FA，就是英英格兰的祖总成立了让他们统统一，, Start Time: 3701440
Text: 他们统一了这个这个规则叫做足总规则，就叫 association groups。就所以说现在其实足球我们说的现在英式足球这个足球，它的呃学名正式的名字在英语中间叫做协会足球 association football 对， soccer，对对对对对，美国人就叫它 soccer，, Start Time: 3722420
Text: 就是就是这样一个缩写。其实我挺喜欢橄榄球的，嗯，橄讲橄榄球规则发展的时候也一样会提到剑桥规则基本就是剑桥规则制制定时期的一种 cer 带来的产。哦，对，就是能用手能不用手，这是一个最基本的，但后面还有很多细节上的，然后再进一步分化了。对对，而我们事际上第一场现代足球比赛的结果是零比零啊，, Start Time: 3740780
Text: 是个平局，是个平局，一一地球都没没进的，提的很纠结。对对对，这个就是我们就讲完了这个游戏中间的这个社会的些变革，社会上变很小的细节。我们这次就不讲一些太太大太多的东西。对那这个当然这个社会社赛的发展，社会不开离离开是开说人。对对，离不开人，最后还得聊聊人。, Start Time: 3760970
Text: 对，是吧吧。 formmmal formal loloence 是说什么？嗯， hohoo k 我们讲到这个变革中社会有变革的社会，当然有变革的人，对吧？有人的变革才有社会的变革。对，反正这个这个这这个社会中间当然也出现了我们啊非常非常多很有意思的人物。而玉璧也没有放过他们。, Start Time: 3781710
Text: 对，然后把他们放到了游的中间，我就冲了了个人才买了小熊。说实话啊，是吗？真的假的谁，郭东司对我直接冲着一把就抓紧那个变头碗那个 BLC 任务哦哇操。但是迪格斯你只读过一本小说。对，只读过一本小说啊，那那这个那我们看一下这个，他中间说是迪更斯。对我觉得从迪更斯讲一讲，, Start Time: 3802350
Text: 嗯，行迪更斯他其实算是跟身于这个时代，而且他让这个时代不朽。对对，在文文中中让他让这个时代代朽。对，最早那的时候，你先说说你开头念的诗啊。对我开始说的，我看到看过念的是双城记啊，我开头念的是双城记，经典开场。对，这个是非常经典开场，在任何一个啊哪怕是一个足球评论、, Start Time: 3822100
Text: 电影评论任何的评论中间，我们都可以用这句话，就这句话放映性非常高。对他最早其实他这这这是双神记，本身是讲法国大命的未尝时代。那他讲的这个时代，但是我觉得放在工业时代也未尝不可。其实是在想说自己的祖国对对，他他放在工业时代也未尝不可放在我们现在也未尝不可放，, Start Time: 3839980
Text: 任何时代都未尝不可。对哪个时代不是最好时代，哪个时代又不是跟坏的时代的。对对，反正反正呃，反正这个迪更斯对我们讲迪更斯，他呢就是他出生在英兰的南部，他的童年时代就一直呃算是跟家人搬来搬去的颠沛流离。对，颠沛流离，但是他特别喜欢看书，而且他对人和事情的记忆力特别特别棒。, Start Time: 3856480
Text: 他十二岁的时候，他父亲就是因为欠债被关进了债务人，这债务欠债人监狱刚才提到了，刚才提到就是这巴士的老总也被关进去了。对，当时这个这个欠债那个还不了，那就就就逮起把你逮起来。对，资本主义嘛就是那么冷高强度干活，再加上很低的这个日常的这个。对，但是但是但是你的家人是可以跟你搬进去住的。, Start Time: 3875990
Text: 所以当时迪根斯的老妈跟他妹妹就跟他照顾他一下，对，就就去了。但是他迪克斯自己没有过去，他自己记他住住在他父母的朋友家里面。然后呢，他为了这个帮家人还债，他就辍学一直辍学在鞋店打工，每天工作十个小时给鞋子上蜡，每周六县令非常来那么写。对，非常苦。他非常苦。就是所以他这个他之后对底层人民那种了解那种关心。, Start Time: 3896610
Text: 对于伦敦下层那种离域发内内心的种种，他他是有亲身历历，他确实有亲身经历的。对他这个父母入债之后的呃，入狱之后，这个几个几个月呢，狄更斯他的曾祖母过世了，然后留下了四百五十英镑，当时是非常大一笔钱。对，然后他父母父亲呢，就用这笔钱啊，还清了欠款。然后呢，但是但是即便如此，, Start Time: 3921050
Text: 他母亲当时没有让他立刻离开鞋电戏，还后继续续，还在继续干活，给家里赚钱。对，所以这个这个让迪更斯日后他对就女性有相当的阴影。哦，对他对女性其实有一些阴影的。然后他是就就是他自己他上了两年学，他自己后来说他自己在这两年学中间一无所获。在后来他反正后来他干过很多事儿，, Start Time: 3943690
Text: 他也当过文书，当过记者，他且他特别喜欢去剧院看戏，他就是就是一个电影迷嘛，就是他就是他就是他自称啊，他说他三年他在三年时间里面呢，其实每天都去剧院，他曾经有三年时间，每天都去戏院看戏。游戏里对是他特喜欢看戏。对，游戏里好像有提到他特别喜欢看戏。然后那个但是他二十岁的时候，, Start Time: 3964690
Text: 他迷失了是吧？嗯，有点迷茫。嗯嗯，对，但是他二岁的时候，他就是说他还是不知道自己具体该干些什么。但是他说自己对，但是他说他他知道他知道一件事，就是他自己想要出名，他就是要火，就是是要火，就是要当个网红。对，就是当个成员对，红人。对，当然要红人小红人啊，他这个所以他后来还是成为了小说家。, Start Time: 3984810
Text: 嗯，这个他后来就成了小说家，因为我们中间提到他那个在游戏中间他有提到几本小说，就是他他不是让主角啊要查手稿，那个不是丢了吗？手稿他有收集手手稿、手稿、收拾手稿，然后也有让让让玩家去帮他收集一些就是追查一些神秘事件。他写一些关于妖妖妖魔鬼怪的事情，就灵异事情。, Start Time: 4009330
Text: 对这个东西呢其实呃怎么说呢？迪更斯某种程度上他是一个很很复杂的人。哦，我们之前说他对女性有一点点那种有点儿有点儿有点阴影，有点阴影。对对，他是是后来他的婚姻也确实如此。他自己婚姻，他当时对我们现在用现代话，他就是个小姨子控，就是他自己对他自己他自己有个太太，, Start Time: 4030610
Text: 他太太呃比较胖，体型比较胖。然后但是他就是跟他俩小姨子关系特别好，俩小姨子对，跟俩小姨子特特好好，他俩俩小姨子特别别胖。然然后然后对吧？这个这个当时他们就有就是迪斯斯，他身上有一种非常矛盾，人性就是他对于底层人民是确实关心的，他也确实投入了很多这样慈善事业，, Start Time: 4053440
Text: 他也去帮助一些底层人民。呃，然后但是但是他对于他对于自己的妻子和家人是非常冷酷无情的。哦，对，他就是他子女全是送去寄宿学校，他自己不想的。然后他他太太他甚至在报纸上公开刊文去攻击他的太太，尽管没有离婚，所以就是就是他是表现的非常非常矛盾的一个人。哦，是这样。, Start Time: 4072760
Text: 对，然后他最后他是他是当时他生爱的两个小姨子，一个死在他的怀里，一个他死在了那个小姨子的怀里。对，最终最终他的妻子是这个样子的。对，在游戏发生前一年，对他那个他游戏前一年的时候，他当时正在英国进行告别的朗诵会，当时身体状况已经非常糟糕了，游戏中间刀没有体现他身大了，, Start Time: 4091260
Text: 对他游戏中间刀没有体现他身身体不太好的那对我们在游戏前后去世。哦，对，是这样。对，是这样子的。其实我读过迪更斯，就是这一本小说，就是大卫科菲尔就是自传。对，相当于是自传大家看，其实他就是那些事情都赶上了故事，对大家就是感兴趣，他身包括他这些感情经历啊，但是我从他最后这个结尾总觉得他应该是个解控贝，, Start Time: 4111730
Text: 应是小姨子控不是很多的。了解到最后那个相守一生了，对这这个节目已经完全走向了完全不可挽悔的方式。对，我们再回头再讲一讲。其中另外一个我们说了给我们带来勾索的伟大的贝音啊。对对，伟大贝尔，他这个贝尔是一个啊很有趣很有趣。现在达们在游戏里就是达文奇。对对对，游戏里边他这个人也非常有趣，, Start Time: 4133489
Text: 但是非常可爱的口音。对他当时出生在苏苏格兰爱丁堡，所以他有这种苏格兰的口音。对，而且我们现在是可以去他的口音呢，因为留声机里边有他的声音啊，我们现在可以在留声机里留他的声音，对，留在他那种口音。对，然后他他而且他从小就是一个特别啊这个这个人小鬼大那种感觉的孩子，, Start Time: 4154290
Text: 他最早发明的是一个叫是一个简易的麦子脱粒机。然后他因为他的好朋友呢，他有一个他邻居家的孩子是他一个很好的朋友。然后他邻居家是开磨房的，然后呢，他他就是说啊当时他就看着他们那传统那种驴拉那种磨房，然后他自己就发明这样一个东西哦，就帮他捡捡捡就是就是脱例子。对，, Start Time: 4172420
Text: 帮他脱例子。然后这个作为奖励呢，他邻居就给了他一个房西，然后他在里面尽管做实验啊，他就拿到了人生第一个实验室。然后他而且他自己学习的这个钢琴，还有腹语，他会说富语，就是他嘴巴不动，然后你就可以他就是他用那个腹部发声。对，然后呢，他神人对神神他他这辈子都跟声音脱不开干净。, Start Time: 4192160
Text: 然后他在十二岁的时候，他母亲完全失聪了，他母亲完全听不见了。所以他的父亲发明了一套手机，然后贝尔就年轻的贝尔就学习这个手语，跟他母亲可以对话。然后呢，然后他这这他也就增加了对他身对升学的兴趣。哦，他中学上了第一年他就辍学了。然后因为因为比较，因为偏科，因为他比较偏科。, Start Time: 4213800
Text: 然后他后来他索性就搬去伦敦，跟他也一起住，开始自学一些就是一些自然科学的东西。他在一八六三年呢看到了一个德国人做了一个机器人的头哇，然后机器人的那个头，他那个机器人人头上发条的会发生会发生发出人身。然后然后所以他他哥哥看我操太神奇了，就是就是他们他们就去买了那个设定集，, Start Time: 4235770
Text: 不是设定集，不是设定集。就是他就买了那个德语的原著哦，开始钻研这个东西。然后他们俩就啊就很生硬的把德语翻译过来之后，然后呢两个人开始自自己做自己做自己做一个人头。然后他父亲对这个很感兴趣，他父亲提供了全部的资金。哇，然后他那个成品最后成品做了一个成品，那个人头说一句话，, Start Time: 4257030
Text: 妈妈哇塞对这个超级赛博朋克有没有？对对对，然后然后这个他后来还去拿这个活物做实验，他会操纵他自己家的狗的声带，就调他的狗的声带，然后那狗就会说出来呃，呃，乌哥妈妈然听起来邻居心尔就想 how are you grandma 说你怎么样啊，你最近怎么样啊？奶奶，, Start Time: 4276870
Text: 对，然后在别人邻邻家狗都以为邻居，家里人都以为他家狗会说话，狗会说话，太邪性了，太邪性。然后他他有第一个这个他有他的第一个人身重要导师叫做的 alexandjohn 丽丝。请看我之前做的 ala IAI 的那一期视频，讲讲讲讲了那个麦片女，这里面那个希金利自己对，, Start Time: 4298790
Text: 外号里是他们好看。我知道。对，但是那里边西金斯教授原型就是这个人，就是这个人对那个风度翩翩那个。对对，然后他他一八六五年他搬去伦敦，他的课余时间就开始做实验。他在自己的房间跟基友房间安装了电报线，然后他们就互相传电报。然后呢，一八八七年前前一年呢，他因为就是他过度劳累，, Start Time: 4318810
Text: 所以健健康当时身体非常差。然后呢，第二年他恢复了这个这个他恢复了呃，他慢慢的身体恢复了，而且在开始在巴斯成为大学讲师。然后在之后同一年他弟弟过世，哥哥离结婚离家。所以你看他一生周围的就是亲人，变动很坎坷，然后最后呢他会选择回家陪伴家人，然后并且这个决定报考伦敦大学学院，, Start Time: 4338030
Text: 伦敦大学院就是我在写稿子的那我当时就是在这个学院的那个图书馆里写稿写的这个。对，就写就是就是在这人写的时候，想到这些人曾经在我身边，可能哪个位置上做过。然后当时他们可能在谈恼同是刺客，可能是跟刚来是个刺客。对对，然后就是当时觉得啊就是自己跟这种这种这种历史联连重叠了，, Start Time: 4360340
Text: 终于对那有一种重叠的感觉特别棒。然后那个反正不管怎么样，这个贝尔他为了维持生计，他也同时在龙海学校教课呃，授课，他就教父父亲手语手语。对，然后他后来就也也在英国结结婚，然后后他在游戏结束后两年就游戏发的时候，他确实是在伦敦没有错。对，然后他当时他结束两年之后呢，, Start Time: 4380360
Text: 他的哥哥就过世了。然后他的父亲健健康健康治继续恶化。然后他们决定就是举家前往前加拿大去去疗养对移民。然后他妻子也跟他离婚了。然后他他人生他主要的那些成就是在加拿大来都是在北美完成的。对对，并不是在英国。对，这个就是尤其中跟贝尔的故事，对我们来说说在另外一个对别说说说再说说贝尔，, Start Time: 4402540
Text: 他究竟给咱们带来了一个什么样的嗯牛逼的发明。贝尔贝尔他一辈子的发明确实挺多，但是他对我们知道最多的是电话机。对，我们知道是电话机，当时当时他他并知道自己的电话机机那个那个通的嘛，所以他当时在电话里面还留下的第一句话也是那个看不到美，好像是这样，他当时好像把硝酸银还是什么东西滴到他鞋上了，, Start Time: 4426090
Text: 打开。对对对，他当时就是救命，让助入阿槽。对对，这贝尔对贝尔，所以在游戏中间把贝尔设置成一个给有点萌有点笨，就对，稍微有点萌萌有点萌，感觉有点蠢萌萌萌萌有点冒失，但但是脑子又很很灵光的这样一个形象，对，是完全合适的，是完全合适的。对，那贝尔他跟我们讲，他他的口音很可爱，, Start Time: 4447770
Text: 他是爱丁堡这个口音，苏格兰口音，苏格兰口音。然后他看看另外还有游戏中，其实还有一个苏联人是柯南道尔最要的另一个 DLCC。对，但是这个是在 DCC 里头，就是这个是一个就伦敦探案的这样一个 DLC。这个 DLC 其实做的非常非常精彩，就是他的那个很多的感觉和那个呃蝙蝠侠那个侦查侦探模式特别有点像特别像。, Start Time: 4470170
Text: 对你可以跟从用鹰眼视觉看到一些，主要在这个犯罪现场来调下来。但是他的故事风格又是伦那个以前维多利亚时代那种侦探探的感觉。对，然后当时里头出现了柯南道尔是一个小侦探。柯南道尔。对，是个幼年时期。柯南道尔，然后他他游戏发生的时候，他游戏戏发的时候，其实他是应该人并不在罗敦上这个游戏强行把他搬过来了。, Start Time: 4491780
Text: 那然后他是当时最早他是学医的，他最早是医生。因为你大家也知道福尔摩斯里面华生就是一个医生。对对，他在古鲸船上面当当当医医。然后呢，他在一八九零年的时候，在维也纳拿到了一一一科的学位。所以他的故事故事其实在游戏发生之后的两三二三十年嗯，当时他当时就在伦敦发展写书，, Start Time: 4513640
Text: 然后他就在大英博物馆边上写书。然后一八八六年的时候，他们成功的投稿了血渍研究，不过才拿到了二十五英镑的版税。也不是对这样这样一个日后对文学界影响非常大的作品，当时只拿了二十五英镑的版税，嗯，而他一年之后加入了共济，会对因近特异功能。对，所以为什么玉璧就不太愿意做共济会，, Start Time: 4532670
Text: 或者把共济会变成一个。对，因为太多的角色跟据共济会有牵扯了。对对，他会削弱，尤其是接近这个时间点越来越多。对，接近这个时间点就越来越多，越来如此。然后关于这个，大家也可以看麦教授完这个阴谋论，那完蛋了完蛋了，做一期节目，安利自己四五期节目太神了。你个这时候搞学问是吧？, Start Time: 4553470
Text: 相互连接，相互连接起来了。对，然后这个最后一个呃就是中间给我们很多支线的，就是我们卡尔马克思无产阶级革命的导致线设计的非常不精彩。对，其实相对是一个比较平淡的支线，非常非常非常平淡。他最早他在去伦敦之前，他原本就在欧洲大进行理论研究，组织工人运动。对，他是我们正式课的那些东西。, Start Time: 4573770
Text: 对他他他是一八四九年的时候迁到伦敦去的，而且他最在伦敦最后度过他人，最后三十年非常非常结局的岁月，而且经常被普鲁斯的特务丁着。然后他时英个任务就是对，就是特务丁让让你帮忙。对对，拦住那些盯生。对，把那个客户一个一个就是勒晕了。然后然后丢丢周围对演出会场。对，, Start Time: 4594720
Text: 然后他这个他所以他当时经常更换住所，然后他就开始给报纸写一些专栏，然后他在英国观察工人运动，然后然后而且最后重新回到了像我一样的学术口的生活。天学学问，对，天天报图书馆，天报图书馆，然后在在游戏发生前四年第一国际成立。然后然后那游戏发生前一年呢，资本的资本论的第一卷出版了。, Start Time: 4614120
Text: 那游戏发生的时候，大家注意到，哎，为什么卡尔马克斯在这他他恩他好基友恩格斯不在这儿。因为游戏发生的年代里面，确实恩格斯他当时并不在伦敦。当时他在曼彻斯特，他当时跟跟跟跟马克思的主要就是书信网来讨论这个东西。哦，这样对，然后他是直到这个游戏发生结束后两年才搬回来的呢，, Start Time: 4635920
Text: 所以我们在游戏中间没完错过过。对对，完全错过过恩格斯。对哦，这这里面就是这个游戏中间这个人物嗯，对，然后这些人也是给社会和当时时代带来了非常大大的变革和推动的。是这样没错，无论是发明家还是作家还是思想家，思想家虽然他们的任务线都特别没有意思，不管是那个时候用人物站在他们身边的时候，, Start Time: 4656310
Text: 心里还是挺激动，有点情怀。最后吧最后是这让你吐槽一下吧，别老说咱也不能说好，其实我们没说达尔文，但是我要说哦对达尔文，但是达尔文在游戏中几乎没怎么设置，就是一个暴躁老头子。对对，达尔文达尔文队，我最后提稍微提到达尔文，达尔文当时是达尔文，他人生可以说是这里面人中间最复杂的。, Start Time: 4679750
Text: 就是因为达尔文他的兴趣非常杂，对他兴趣非常杂，他喜欢各种各样的东西，他会他也会各种各样的东西。然后当时他在他在他是在剑桥还是在牛津，我忘了过了好多年，就就是那种那种社交生活。我记得当时就特别像那个季羡林季羡林先生写的大学笔记，说今天打牌，明天打牌，今天去篮球场看姑娘大腿儿这种感觉就是就达达达芬啊，, Start Time: 4699470
Text: 不是社科大对达达尔文。他当时过过了经了这这几年降岁月，后来他是在小猎犬号上面对后，那那个克考队出去开始了考考，就就始写写写写这个物种起源，开始自自己这个辉煌的人生。对对，而且其实要说他对于社会科学，包括政治学的影响，其实他的影响力不弱于马克思。因为社会达尔文主义这个东西，, Start Time: 4723600
Text: 当时以对就是对各各国的是就是社会都反发生非常大的影响。比如各种学术研究都要都会被这种哲学梦对对对影响。就是一种发展的变动的进步的东西。就比如说中国严复翻的天演论嘛，就是意自赫胥黎。赫胥黎当时是他的好友，就是就是把他的理论生物学理论搬到社会中间，就是物竞天择嘛。, Start Time: 4744900
Text: 嗯，对，就这这这这个东西。然后反正对达尔文也是一个非常重要的人，但是对于现在还是现在正式吐槽，我就是虽然有这些人物塑造的都很差，我认为塑造的都很差，至少没就是没有大革命的革命者鲜明。嗯，也没有那个寺里的海盗的那种那种明确的概念是就每一座都不如之前任何一座。, Start Time: 4765780
Text: 嗯，狄更斯是我人物演出效果。我最满意的其实是因为第一个任务做完的时候嗯是一个梦。嗯，我从那个废床单那个废的床垫上醒来。嗯，然后那个老爷子跟我说，你是睡醒了是吗？然后他说我我刚才遇到什么，他说谁知道的是你自己的故事。嗯嗯，当时是感觉气氛极其嗯，嗯，再往后各种故弄玄虚的故事，, Start Time: 4789370
Text: 再也没有这种感觉了。嗯，所以我觉得我在这里啊，我在这里要反驳一下我自己之前在文章里说过了一个观点，嗯，就是刺客信条。这次叙事过于琐碎，嗯，没有明确叙事，线路带来的优势在于玩家沉浸到了沙盒体验里。对，就玩家觉得哦我可以放开来，因为拯救伦敦式解放和这儿解放了，, Start Time: 4810490
Text: 慢慢慢慢来了，是我就很享受。嗯，但是当玩家透支完沙盒本身乐趣趣后，嗯，叙事琐碎起来，玩家就规进不下去。嗯，就是我认为叙事乐趣是一个游戏，几乎所有游戏能提供了连续乐趣的最本质的一个点。没点没错，就是一旦故事就是不是说不是说游戏给我讲的故事本身连贯，你像黑暗之魂，, Start Time: 4832190
Text: 其实故事压根就没有。对，但是游戏它的叙事性必须要强，就是说他必须有意识的让玩家自己脑袋里有个故事。对，哪怕是像 roll like like 游戏，哪怕像 minecraft 嗯这种其实就是放开把玩家放开了那种玩家自己，但玩家怎么玩，他脑里都是有个故事的。, Start Time: 4856790
Text: 嗯，刺客信条。我认为历代最大的问题就是他他自己有故事，嗯，然后他自自己故事碎。嗯，所以他就导致玩家自己脑袋起来，脑袋中就组织不起来一个连贯的故事。对我觉得你像刺客信条前作评价相对好了几作都是故事最完善的。没错，比如说 ISU 对 ISU 那些故事，包括包括后来包括三嗯我认为三的问题，, Start Time: 4874490
Text: 三的负面目前回来看更更多来自形形象变带来回来。对，没错，其是因为他故事够连贯，然后故事够急促，是玩家反而觉得还不错。对，所以四虽然好玩，嗯，但四我没通关。四是我第一个没彻底，真的没通关。对，因为四太散了。嗯，我我把航海的乐趣享受完之后，我通关不假，因为这个游戏没有给我一种动力，, Start Time: 4898470
Text: 嗯，然后航海确实很好，对，航海就是巨好玩。对，然后就是大革命也是那大革命，就是我觉得有一些恶性口碑影响，这个我就不提了。对，而枭雄的问题就是他开场给我的目标的确给我一个动力了。但是我把这个动力消耗殆尽的时候，故事就是刺客信条枭雄给我的感觉，故事是静态的。嗯，, Start Time: 4920480
Text: 我把整个伦敦解放了是然后然后呢，然后呢，对然后呢，然后呢，然后就是所有的反派形象不鲜明，是我不知道刺杀他到底图个什么。嗯，就是本来反派本身也没有，就是对这次他这点确实做的好，他是他比较克制的。对，就是在消费历史人物，他不再把历史用单纯丢丢了。这中中中就是本来太克对太克制到克制到就是我们反派。, Start Time: 4940700
Text: 我们想我自己查的到，我看不到一个特别的历史原型或者是这样的对，然后就导致了这个游戏在最最最后的故事的体验，痛苦感激就直线上升。嗯，因为到最后玩家真的没有动力前进了。对我觉得呃包括这期节目既然说是侧性到了变革，我觉得单从游戏的体验来讲，这一座应该是一个嗯有些地方变了，, Start Time: 4965710
Text: 有些地方没变的一个，其实变化很大。但是有些变化并不是，就是我觉得也是玉必刻意的停住了脚步。对，就很多变化，你觉得它是有意识，但是实现也好，或者怎么么有有点点难为，有点隔靴瘙痒。就里面所有的东西其实我们之前都见过。对，就包括帮派系统，包括这个武器升级，然后简化了就是经验值。, Start Time: 4991350
Text: 我们可以看之前历代有的有一作有的作品加入了更强的呃角色扮演，有的作品加入了更强的这个经营，有的作品加入了复反复的这个经验值的设计。然后为了让玩家重复玩下去，每一个每一作刺客信条，因为这种革新导致了一些短板。嗯，然后到最后最后到了枭雄，然后玉碧就算停下来，等等他的玩家对，, Start Time: 5013170
Text: 就有来这种感觉。于是这一作反而成为了一个短板，最不明显的一作是。所以就是玩起来感觉挺挺明显，就是没什么特别完整的。对，挺完整的。就是但是呢他就最终最终我觉得刺客信条剧本的弱化。对，就是在在二的三部曲结束之后，整个剧本质量的下滑到这一步彻底也就爆开了。是，这就是一个空有极好社会，, Start Time: 5039130
Text: 就是故事架构。对，只有空有架构，然后里面什么都没有了，一个一代刺客信条是就玩的很开心。但是呢整个故事没有留下任何印象，这点是我觉得这一代枭霆给我最大的败觉。最后结尾其实相对于我倒反而觉得大革命。最后那个反而而住的惨词。当时给我就是那种心中那种印象，当阿诺当时穿着那个大师的衣服在巴黎街头的时候，, Start Time: 5063670
Text: 这时候你就有一种寂寥的感觉，对，特别寂寥感觉。但是但是这一座这座结尾之后，就是像这一座的不剧透啊，对不剧透。嗯，你想想大革命里加入了大量的演出。对，那这一座没有演出，嗯，就啥都没有，就过一刀捅此，从此之后有一帮简短对话回归一代，回归一代，然后用那个粘一下血，, Start Time: 5089640
Text: 对小方巾沾下血，就有些东西让我们很惊喜。对，但是呢就是这种重复的刺激，嗯，其实是我我玩每一座刺客信条，玩到最后都挺痛苦，但是我都能把它通关。是就是是因为他总能给我留下一个朦胧的前进的动力，但这一座这个动力是最少的。嗯，但是前半段好玩的时间持续的是最特别爽。, Start Time: 5111120
Text: 对，但是一旦过了，一旦过了游戏本身好玩过去之后，这个故事实在是没有给你任何动力，让你开游戏，所以就比较尴尬。但但其实后期其实也有一个小刺激点。就是当时就虽然昨天你跟我说那个就是有一个黑帮老大啊，是的，帮你就是最后终于设计了一个特别鲜明的反派。这个反派虽然圣诞骑士，, Start Time: 5133780
Text: 但是他就是要找刺激找乐子，然后就跟你一块儿。然后他这个人物形象跟雅各布一拍即合，两个疯癫的老方的小风友加一块是一一块觉的特别爽。对，那那段故事很有意思。对对，然后还有就是比如他的刺杀系统也很不错，很灵活。对，就是说多种选择，对多种选择择种，这个可以采取一些剧情杀。, Start Time: 5153740
Text: 对这种路线，对强行正面刚也是可以。所以我觉得如果要嗯最终评价刺客信条枭雄，这一我觉觉就就重重拾信。对对，让我就期待下下一座了。因为我觉得 UB 还是在反复琢磨了。是的，所以下一座如果他选的好的话，我就觉得他会很不错。嗯，但我感觉评评价永远还是会这个。对，没办法，, Start Time: 5173780
Text: 他除非非根儿上。对，把自己翻耍游戏就是这个就是一定要练够了。对对，所以所以我们只能在期待明年漫教授带来的高预定嘉宾。看到明年是去哪儿了，我觉得我觉得现在我们已经再也不期待什么刺客信条，跟我来玩出什么花，我不需要它玩出出起了最最我选一个更好的时代，让我觉得特别爽，, Start Time: 5195050
Text: 让我能去那个时代看一看，逛一逛。对，了解一下当时的这些风土人情啊什么的，搞得也让让我让我好好写点儿，别他挑的太太皮。我现在有一个小小的隐患，就是我觉得刺客信条现在既然完全无法剥离他的现代剧情，嗯，这现代剧情最终会把整个故事都给拖崩了。嗯，也不一定。其实现在剧情咱们网站上有人在捋，, Start Time: 5217300
Text: 有在狂捋，就是说一定要最后再给我捞起来，要不然他已经开始拖住这个游戏的这个。但现在剧情这部分还挺有意思的。如果你看文章章的话，你会觉得现在剧情也挺有意思的，是回头我们有机会可以再聊一聊现在剧情现在剧情。对对对，因其其实这也很很要的一条剧情主线，其实只不过大家都在忽略它的存在。, Start Time: 5238460
Text: 对，因为它塑造的不太好。对对对，是嗯，反能说费用就是明年就看着有变化了，我们就等着明年吧。大家猜猜啊，大家也可以自己猜明年会在什么地方，对什么位置，应该是时间线肯定往后推了。而且再再过几个月，明年也会就公布了，就今渐就开始公布了那些下一批产品的宣传。对，很快还有点，, Start Time: 5258520
Text: 他就是公布露几张图叭叭宣传片上叭叭游戏出来。然后大家玩完咱们节目就又上。对，再聊一年一年一年。对，也挺好。对，那么这期这个大变革就到此到此为止。没错，大家如果想什么讨论呢？可以在我们的网站这个留言区啊，跟跟跟这个麦教授和私料讨论讨论。好吧，咱们暂时就这样好的聊，, Start Time: 5278450
Text: 下期节目再见吧，再见，拜拜拜拜。, Start Time: 5300590
